uuid,name,type,permalink,cb_url,rank,created_at,updated_at,description
e757fafb-ccaa-0f62-7cec-47611021b731,Treasure Valley Surgery Center,organization,treasure-valley-surgery-center,https://www.crunchbase.com/organization/treasure-valley-surgery-center,101727.0,2013-08-07 13:21:58,2018-04-17 09:43:16,"Treasure Valley Surgery Center was created for the convenience of the patient with high quality and efficient service. Our experienced staff provides reassurance, personal attention, and top quality care to all patients and families!  The Treasure Valley Surgery Center is a member of Surgical Care Affiliates (SCA), one of the largest outpatient surgical care providers in the Unites States. Our history reflects our commitment to providing safe, quality surgical care to patients of all ages, in a caring but cost-effective environment. The primary goal of our physicians, nurses, and other teammates is to make your experience with us a positive one.  The Treasure Valley Surgery Center provides an alternative for you and your family members to receive the same level of care and service provided by a hospital outpatient surgery department at considerable cost savings. The Center is Medicare-certified and is fully accredited by the Joint Commission, the same agency that surveys hospital outpatient departments for quality and safety."
4e9b2382-1a16-af70-4d57-68be30036423,O Melhor Fornecedor,organization,o-melhor-fornecedor,https://www.crunchbase.com/organization/o-melhor-fornecedor,738731.0,2015-09-15 10:13:11,2018-02-12 23:42:48,"O Melhor Fornecedor is an online B2B marketplace that enables its users to find qualified suppliers to fulfill their needs. It enables them to receive quotes for free, compare prices, find suppliers within a limited location, and more."
602c24e6-f70b-ca78-9323-6eabdff8f443,Studio Kate,organization,studio-kate,https://www.crunchbase.com/organization/studio-kate,383885.0,2014-09-03 23:30:35,2019-03-25 19:53:14,"Studio Kate is a Portland video production house that gives voice to people and issues that need to be heard. Studio Kate tells meaningful stories to jolt the world into understanding, empathy and action."
3990e87c-1939-4db4-af6a-7ab2f58f5830,MPS Builders Merchants,organization,mps-builders-merchants,https://www.crunchbase.com/organization/mps-builders-merchants,561034.0,2018-01-17 10:20:41,2018-09-07 21:31:53,MPS Builders Merchants is a privately held company that supplies products for the civil engineering industry and groundwork contractors.
a6e51ef4-29f0-f852-d1c4-e72207533c57,Eureka King Inc.,organization,eureka-king,https://www.crunchbase.com/organization/eureka-king,176683.0,2014-11-17 23:27:51,2019-03-25 19:10:25,"Eureka king enables publishers to maximize the life-time value of their users across web and mobile, by delivering actionable, responsive and sequential user notifications throughout the user journey. In 2014, companies spent $46 BN to acquire traffic to their websites. However, less than 10% of traffic yielded long-term value for the businesses. We engineered Eureka King to guide your visitors through a deliberate user journey, mapped for maximum value.  Eureka King's behavior-tracking engine analyzes users actions and intent in Real-time to deliver optimal user-prompts. Our dynamic user-prompts adapt to the users' journey and enables publishers to intelligently promote a product, encourage signups, transact payments, and a variety of transactions customized for the publisher’s needs. Using our SaaS platform, clients were able to boost conversion rates by 3x, and retention rates by 2x. Clients include KQED, The Associated Press, IDEO, PBS MediaShift etc"
79901176-7f99-9f05-e862-e6c704eb1b53,ChartMogul,organization,chartmogul,https://www.crunchbase.com/organization/chartmogul,7090.0,2014-11-11 11:48:45,2019-03-25 19:49:35,"ChartMogul is an analytics platform to help you run your subscription business. You get a complete overview of your global subscriber base; MRR, ARPU, ASP, churn and LTV are presented in a beautiful and easy to use dashboard. The company's mission is to build powerful and secure cloud software for subscription businesses of all sizes, with a strong emphasis on good design and ease of use."
43652ae7-67c6-3312-d26f-78522486eae8,LaaSer Critical Communications,organization,xtelos-ip-holdings,https://www.crunchbase.com/organization/xtelos-ip-holdings,164247.0,2016-02-07 20:02:33,2019-03-25 18:39:59,"Creators of the award-winning emergency services location accuracy technology suite, LaaSer."
fae6772f-76e4-7725-58a4-643ec21a5e16,Rocketick,organization,rocketick,https://www.crunchbase.com/organization/rocketick,33030.0,2011-06-01 10:41:18,2018-10-26 23:21:20,"Rocketick, founded in 2008 by a group of hardware-assisted-acceleration experts, is a pioneer in GPU-based simulation acceleration for chip verification. Its first product, RocketSimâ„¢, solves functional verification bottlenecks by complementing simulators with a GPU-based acceleration solution that offers 10x faster simulations for highly complex designs. RocketSim is used today by several semiconductor customers."
a9e03f43-c843-4458-cb19-f66aaed74e7c,Reimu Commerce,organization,reimu-commerce,https://www.crunchbase.com/organization/reimu-commerce,412593.0,2016-12-30 08:08:35,2018-10-26 23:22:37,"Reimu brings innovative, interactive shopping experiences to your customers with Reimu Videos, Reimu Looks and Reimu Banners. Reimu's tools and technology make it simple for brands to add eCommerce capabilities to their media assets. Reimu brings content and commerce together by bringing point of purchase close to point of contact and by making your videos and images shoppable"
84e0b138-638d-48d1-9a38-087776b627d1,Growth Xtreme,organization,growth-xtreme,https://www.crunchbase.com/organization/growth-xtreme,465557.0,2018-06-29 09:15:32,2018-10-26 18:52:10," On a recent morning, for example, I got an e-mail relating to Growth Xtreme. Eventually, ''You don't find out what's in the box till you take the lid off.'' It is a resolvable dilemma. This sounds about right. An outcome is every parent's worst nightmare. It is a record amount. It was all shot to hell. They have a consummate collection of Growth Xtreme. I don't have marvelous judgment, but this is how some twist affects things. I actually hadn't expected the amount of interest this cliché would get. By the way, you simply need to experiment with it to find out the best reasons to use it. I learned a lot as to grownups from Growth Xtreme although it's important to point out that this is seemingly overlooked by society.  http://malemuscletest.com/growth-xtreme/"
9d655775-133b-d26a-e85a-db32c42ee150,Leasco Equipment Services,organization,leasco-equipment-services,https://www.crunchbase.com/organization/leasco-equipment-services,633549.0,2017-05-26 04:16:47,2018-02-12 23:30:18,"LEASCO Equipment Services, Inc. operates as an equipment rental, sales, and service company serving construction, power generation, municipal, chemical, pulp/paper, and petroleum industries in the United States. It rents tools and equipment, such as hoists and rigging products, welding and cutting products, pneumatic and hydraulic tools, air compressors, electrical and material handling tools, safety products, transformers, aerials, and other tools and equipment. The company also provides repair, certification, and reconditioning services for pneumatic and hydraulic tools, electric tools, hoists and rigging products, air compressors, manlifts, pumps, welders, and industrial cranes; preventive maintenance, and fleet/equipment disposal and replacement services; and consumable and safety supplies, and parts."
0459a537-f2d0-70a7-5586-c0f481987cff,Metropolitan College of New York,organization,metropolitan-college-of-new-york,https://www.crunchbase.com/organization/metropolitan-college-of-new-york,615281.0,2014-04-20 09:50:28,2018-04-17 17:09:57,"Metropolitan College of New York is a liberal arts college with a twist. Its ”Purpose-Centered” educational philosophy is more focused than the traditional liberal arts approach, with each semester driven by a specific purpose or theme. Additionally, the school’s academics are more professionally oriented. MCNY is divided into two schools: The Audrey Cohen School for Humanities and Education, and the School of Management. The college offers over 15 certificates and associate’s, bachelor’s and master’s degrees in fields like Public Affairs, Business Administration and Substance Abuse Counseling. One of Metropolitan College of New York’s more unique degree programs is the Bachelor of Arts in American Urban Studies. This interdisciplinary program leads to a variety of civil service careers. Undergraduate admissions requirements include an application, high school or GED transcript, proof of immunizations and SAT scores. Graduate admissions requirements vary by program, but usually include an application, essay and official transcripts. Most financial aid at Metropolitan College of New York comes from state and federal assistance. The school also funds institutional scholarships, which are based on merit and need."
7ded9f77-28f8-4dd8-a53d-ca5bdd39e464,VidOvation,organization,vidovation,https://www.crunchbase.com/organization/vidovation,374972.0,2017-10-14 08:53:09,2019-03-25 20:41:47,"idOvation – Moving Video Forward – is a leading provider of video, audio, and data transmission and distribution systems for the broadcast television and sports, corporate AV, and government markets, offering 50 years of combined experience. Encompassing wireless video, bonded cellular, video streaming, video networking, encoding, enterprise IPTV, and fiber optic communications systems, VidOvation solutions improve video transmissions by removing the frustrations of dropouts, latency, interference, noise, and security issues. VidOvation excels in helping its clients integrate custom solutions into existing infrastructure, with the ability to meet almost any application or budget. The company applies proven expertise on the complete project lifecycle — from project consulting and management to engineering and design, to warranty and support."
3f901ad1-8cb3-4b72-aaa8-25bc6c9ad71e,NGG Finance,organization,ngg-finance,https://www.crunchbase.com/organization/ngg-finance,698829.0,2018-01-24 07:39:05,2018-02-12 23:29:03,NGG Finance issues bonds and provides finance.
533b7471-5d98-4deb-beb6-e9cfa2b70640,Zhou Nutrition,organization,zhou-nutrition,https://www.crunchbase.com/organization/zhou-nutrition,100008.0,2018-08-08 14:07:03,2019-03-29 23:50:37,Zhou Nutrition is a USA-based food supplements and nutrition company that specializes in production and sales of high quality supplements at affordable prices.
125ca8c1-aa34-3c79-8136-8b0bda5d5a17,F ECTIVE,organization,f-ective,https://www.crunchbase.com/organization/f-ective,204424.0,2017-08-30 17:19:13,2018-11-01 12:58:19,"F ECTIVE is a Swiss startup company, passionate to revolutionize the way “work” works today. Currently, a number of global forces are changing the worldwide economy and shaping the future of work. Fast and flexible access to knowledge, skills and extended workforce are key for companies to survive in today’s fast changing environment. The future of work is characterized by adopting an agile workforce.  Believing in the power of diversity, resulting in better teams, F ECTIVE has developed a platform that serves as an aggregated pool, one single source to access independent contractors, professional service providers and participating companies' own employees – matching them in real-time through a learning algorithm to projects based on experience, soft skills, project fit and personal interests - right at your fingertips!  Different than their competitors, the F ECTIVE platform removes the need for any browsing, searching or acquisitions as well as eliminating common intermediary layers by connecting buyers and suppliers directly. That’s how companies can significantly reduce overhead as well the lead time for projects from weeks to just a couple of hours. Companies are also able to gain greater insight into their own internal workforce. Allowing them to quickly reallocate employees during re-organizations, re-engage talent through smart matched projects and as a result increase employee retention. F ECTIVE also provides the opportunity for consulting companies to offer their services through a digital channel, giving them direct access to companies, broadening their client network as well as utilizing independent contractors to support their own projects.  With a major shift away from single job careers, F ECTIVE understands that flexibility, opportunity and engagement is the new currency in today’s workforce. Through the platform’s direct access to top companies, consulting firms and independent workforce, we aim to support the shift towards life-long career development, transparency and flexibility. Welcome to our innovation for the future of work, our F ECTIVE workforce marketplace."
0f21354b-a778-f421-0f95-6fe97c64f878,Rubaidh,organization,rubaidh,https://www.crunchbase.com/organization/rubaidh,527957.0,2009-01-05 15:03:44,2018-10-26 23:15:03,"Rubaidh is Scottish for Ruby on Rails.  They design, develop, deploy and provide ongoing support of web services and applications for a number of startups and Blue Chips in the UK."
d8f53aae-8c78-68f3-2e0e-82972a50be9b,Syslore,organization,syslore,https://www.crunchbase.com/organization/syslore,329427.0,2011-01-26 18:26:03,2019-03-25 19:50:29,"Syslore - Matching and recognizing address and other data with unmatched accuracy, speed and intelligence.  Syslore develops high-performance fuzzy matching and OCR  solutions for postal and logistics companies, helping them to cut operational costs, maximize mail sorting automation and deliver physical and digital mail streams more efficiently.  Syslore is a privately held company based in Finland."
1e53d08b-0fde-e98a-4554-39f3aeefac68,GeoOptic,organization,geooptic,https://www.crunchbase.com/organization/geooptic,499989.0,2017-07-13 11:14:15,2019-03-25 20:48:04,"GeoOptic Structured to provide all the requisite experience and expertise of a larger firm while maintaining the organizational responsiveness and innovation of a smaller firm, GeoOptic makes the client's goals for their site the priority.  GeoOptic's dedicated team of engineers, GIS professionals, geoscientists, risk assessors, drafting and IT professionals bring over 25 years management experience."
04289600-26f8-512f-5b4a-5fbcdf6fff24,Relay2,organization,relay2,https://www.crunchbase.com/organization/relay2,29932.0,2015-06-23 12:40:13,2019-03-25 19:32:41,"Relay2, an emerging leader in next-generation enterprise-class wireless networking solutions, develops and manufactures scalable, high-performance Cloud controller-based WLAN systems which deliver simplified deployment and management of distributed WLANS."
744e1212-9712-b7a9-0952-9dc36cfc1f2e,Frequency Therapeutics,organization,frequency-therapeutics,https://www.crunchbase.com/organization/frequency-therapeutics,7356.0,2017-02-22 01:39:26,2019-04-26 06:05:27,"Frequency Therapeutics develops small molecule drugs that activate progenitor cells within the body to restore healthy tissue. Through the transitory activation of these progenitor cells, Frequency enables disease modification without the complexity of genetic engineering. The lead program re-creates sensory cells in the inner ear to treat chronic noise induced hearing loss, which affects over 30 million people in the U.S. alone."
3e8c1d4f-9e20-b49a-d02a-f39a0cd0c87c,Tech Groupz,organization,tech-groupz,https://www.crunchbase.com/organization/tech-groupz,432791.0,2015-03-26 07:28:23,2018-02-13 00:32:15,Tech Groupz is a Google apps authorized dealer running their show from last 5 years with dedication and this dedication is shown when they talk about the number of clients. Till Now Tech Groupz have more than 500 clients in all over India who is fully satisfied with their service. In coming time company is going to expand their service with latest technology as they always keep themselves according to trend.
06d78e07-69ff-3aa5-2cc1-30a835ac3e7a,Desejo Desconto,organization,desejo-desconto,https://www.crunchbase.com/organization/desejo-desconto,749933.0,2010-12-07 20:29:13,2018-10-26 22:00:58,Desejo Desconto aggregates and recommends the best offers on Brazil.
dd6cc192-83ae-4efb-908d-e2f5fb83d4e0,ecExperts,organization,ecexperts,https://www.crunchbase.com/organization/ecexperts,756890.0,2018-06-11 11:53:22,2018-06-11 11:53:22,"ecExperts is a team of over fifty accomplished Web engineers, application and database developers, navigation and user-interface experts, Web designers, Web writers, and project managers. ecExperts is rapidly expanding around the world. Their staff is currently working on site in New York, Seattle, Dallas, Denver, Germany, the United Kingdom, New Delhi, Hong Kong and Mainland China. ecExperts offers a full range of developer services and pre-packaged products, back-end, mid-end and front-end, from on site permanent placement to temporary virtual teams who are rapidly deployed on a per project basis.	"
f02959a9-47f7-fa53-c5de-5fa358f31806,eRainbow Technologies,organization,erainbow-technologies,https://www.crunchbase.com/organization/erainbow-technologies,748404.0,2011-03-07 16:03:28,2019-03-25 19:35:24,"eRainbow Technologies is one of the best Product development, Software outsourcing company. It has an excellent Product development team, well versed in developing enterprise software and web 2.0 applications.  eRainbowTech, a global IT service and solution provider based in India has been providing valuable services to its customers. Our commitment, technical expertise, and transparency have made us a preferred partner to our clients. We utilize our vast experience and expertise in developing various software solutions and professional services in accordance with our clientâ€™s business requirements. We offer a wide range of products & services for enterprises & small businesses across variety of industries. Our experience in multiple platforms and an unparalleled depth of expertise on the leading edge technologies is a key differentiator.  Passion Our passion reflects in our strong commitment towards our clients. With deep domain and technology expertise, we go into great lengths to understand our clients' needs and requirements. We firmly believe that irrespective of the format each customer has unique business needs and hence we invest our time and energy in understanding our clients' business needs and provide customized solution for addressing the needs of our clients. Quality  We have comprehensive network security, employee security, physical security and incident response mechanisms in place. Cost Effective Our clients consider our low project cost an invaluable aspect in their association with us. We cut on costs by minimizing the operational expenses and maximizing the through put through effective utilization of resources. Experienced Exceptional outcomes require experience, talent, dedication and vision. We have assembled a world-class team of quality professionals with core competencies in planning, organizing and executing software projects onsite and offshore."
d320e600-e3b0-5c37-c460-18bbdc98b2a8,WeTek,organization,wetek,https://www.crunchbase.com/organization/wetek,162268.0,2016-04-12 15:25:38,2019-03-25 20:34:37,"WeTek is an exciting global company based in Europe dedicated to creating innovative streaming devices and set-top boxes, boasting solutions for DVB and IPTV/OTT. WeTek is committed to delivering the best experience to their users and providing amazing and personalized support."
e192df00-931a-45c3-aef3-54d68abcda49,Rlay,organization,rlay,https://www.crunchbase.com/organization/rlay,109079.0,2018-07-11 08:43:48,2019-04-01 23:49:20,"Rlay offers decentralized information verification protocol. Rlay is a data collaboration framework to build novel data crowdsourcing solutions, data standards for interoperability and meta-data, Token Curated Registries (TCRs), and other data-driven DAPPs in the curation market space today."
c5b46698-a917-3dbe-2f9c-40eb1a696a69,LAFAFSI LTD.,organization,lafafsi-ltd,https://www.crunchbase.com/organization/lafafsi-ltd,444221.0,2011-10-10 16:06:29,2018-02-12 23:48:35,"''LAFAFSI LIMITED is an Intellectual Property (IP) firm. We provide the platform to IP owners to prosecute, maintain, and enforce their IP rights in an efficient and cost effective way by putting forth innovative solutions. We offer Intellectual Property Services and act as Patent & Trademark Agents globally with a special emphasis in African, Middle Eastern and Mediterranean countries.  Having a regional office in Seychelles, we bridge the gap in Africa, Middle East, and the Mediterranean to provide our clients with a seamless integrated network in managing their IP rights.  Our services cover the fields of Patents, Trade Marks, Industrial Designs, and Domains. These range from providing consultation, searching, filing, prosecuting, renewing, filing oppositions, and defending to coordinating raids, custom checks, legal â€“ civil or criminal actions, etc.  We have adopted â€œpaperlessâ€ office technology and communicate electronically and manage IP rights online. Our clients are also able to access their IP rights via a secure website anytime they wish.  Our firm is a member of various IP organizations such as INTA, MARQUES, IPO, ICC CIB.''"
4b9d8c33-7c9a-497c-6fa6-2ef701c8eee2,Kalibrate Technologies,organization,kalibrate-technologies,https://www.crunchbase.com/organization/kalibrate-technologies,106214.0,2013-03-06 19:39:37,2018-10-26 22:31:59,"Kalibrate Technologies formally known as KSS Fuels. KSS Fuels is the pre-eminent global leader in fuels pricing and retail location intelligence, with proven software, analytics and consulting solutions that draw upon more than 40 years of expertise and insight into the needs and opportunities of petroleum retailers.  Clients benefit from having a single, integrated source for the data-driven intelligence necessary to optimize pricing strategies and to evaluate and manage retail network locations to enhance profitability and build long-term business value. With global headquarters in Manchester, United Kingdom, the company has North American headquarters in Florham Park, NJ as well as offices in Florida, Illinois, Ohio, Oklahoma, Texas and Canada and international operations in Brazil, China, India, Japan, Korea and Africa."
faf8b6bf-0f77-8f5b-b175-81595691b7a8,Mitralign,organization,mitralign,https://www.crunchbase.com/organization/mitralign,14442.0,2012-05-17 08:54:07,2019-03-29 23:08:02,"Mitralign is a venture backed privately held company located in a suburb of Boston, MA. The company is developing an innovative catheter based technology for percutaneous treatment of functional mitral regurgitation. The novel Mitralign system emulates surgical annuloplasty as it delivers a series of surgical implants directly into the mitral annulus by means of a catheter. The implants are cinched together, thus reducing the size of the mitral valve annulus and the valve opening.  Mitralign is funded by top tier venture capitalists and has two major cardiovascular device companies as investors."
e7245f3d-a6d3-99c2-e44b-c8b8aebdcb53,campingfinder,organization,campingfinder,https://www.crunchbase.com/organization/campingfinder,386635.0,2016-01-27 22:33:25,2018-10-26 21:48:55,Vind en boek jouw favoriete camping of bungalow online. Direct een boekingsbevestiging in je inbox.
203a99b9-0386-b38f-24d3-24bc81eab8c1,The Fashion Institute of Design & Merchandising,organization,the-fashion-institute-of-design-merchandising-san-francisco,https://www.crunchbase.com/organization/the-fashion-institute-of-design-merchandising-san-francisco,298219.0,2014-04-20 09:55:16,2018-10-26 22:19:45,"To make a living out of your personal creativity in the worlds of fashion, interior design or entertainment, The Fashion Institute of Design & Merchandising in San Francisco, California, may have the academics for you. To continually inspire you, the institute provides a number of exciting college life opportunities. Vibrant exhibits from professional artists, as well as students, are showcased in FIDM’s museums and galleries, while the Student Activities department coordinates many fun social events for students, from fundraising barbecues to book signings. The programs offered at FIDM include more than 18 choices of major, such as:   * Account Executive   * Creative Director   * Product Developer   * Set Designer   * Fashion Knitwear Design FIDM’s Career Center offers students plenty of opportunities to meet with recruiting members from national businesses through on-campus job fairs. Faculty and staff will also help you develop resume writing and interviewing skills to help you succeed in impressing potential employers. Upon graduation, students become part of FIDM’s enormous international network, which provides an incredible list of job openings in the state, across the nation and all over the world. Students interested in applying must submit an official high school transcript, three letters of recommendation, an admissions essay and a professional portfolio. For more information on what type of content is required for your portfolio, please contact the school. FIDM offers financial aid programs through FIDM scholarships, Pell grants and California State tuition assistance programs to students who file a FAFSA and demonstrate need."
2896783f-453a-955f-e942-b8e99a5bb18b,FTO Capital,organization,fto-capital-2,https://www.crunchbase.com/organization/fto-capital-2,116763.0,2017-06-07 07:36:59,2018-10-26 22:14:15,"Financial Trading Online (FTO) is now taking the lead on assisting traders in the foreign exchange market.  Through our superior customer service led by our professional team of experts in web commerce and trading, we aim to establish global brand of service for retail users by ensuring their success and profitability.  FTO is a leading online trading broker that caters a variety of financial services and multiple assets including Forex, commodities, precious metals and stock indices and covers active promotions, bonuses and special offers available to traders.  At FTO, we are creating a reputation for success by being dedicated to serve our clients responsibly with our advanced innovations in forex tools and resources."
707fe9d2-83bb-7a4b-bcf1-01c2f457ac6d,ProKarma,organization,prokarma,https://www.crunchbase.com/organization/prokarma,84773.0,2014-10-26 11:58:01,2019-03-25 19:44:38,"ProKarma is a global IT solutions company that brings full-scale technology expertise and implementation capabilities to inspire, empower and drive our clients to focus on what they do best. The company delivers simple, effective solutions to complex business problems, and our clients trust the company to bring integrity, innovation and an unrelenting commitment to ensuring their success. With proven processes and technology expertise that set the stage for successful execution and delivery, we know how to deliver the right solutions at the right time, allowing our clients to reap the benefits of smooth and productive workflows with measurable results.  As ProKarma builds long-term relationships around the world, ProKarma's teams are dedicated to making a difference in the communities in which we work, with extensive volunteer efforts for cause-related initiatives and corporate donation programs.   "
7e777e70-095e-3276-7d4c-075602296ee6,iFrick.ch,organization,ifrick-ch,https://www.crunchbase.com/organization/ifrick-ch,659117.0,2011-10-04 19:24:37,2019-03-25 20:42:18,"iFrick.ch is a Swiss Tech Blog.  We cover all important Tech News, test Gadgets and new Tools. Apple, Smartphones, Tablets and Mobile Computing in General are our main focus. We write in German."
0c6b6cad-4f67-f6ee-d288-6fbafbe62b66,Bluegreen Networks Inc,organization,bluegreen-networks-inc,https://www.crunchbase.com/organization/bluegreen-networks-inc,511609.0,2017-07-16 05:28:14,2018-02-12 23:02:13,Stealth Mode
5bb229fd-975b-fa95-12a0-f41dacf04036,Teethsavers International,organization,teethsavers-international,https://www.crunchbase.com/organization/teethsavers-international,469527.0,2013-11-07 23:03:53,2019-03-25 20:02:05,"“Teach a Few to Teach Many”  Teethsavers is an organization dedicated to caring for the children of developing countries and their teeth and thereby improving their overall health. Our plan is to educate people,with a high school diploma, in Teethsavers one year school, in developing countries - that can then care for and educate their own people.   The vast numbers of children unable to receive any sort of oral health care in these countries is overwhelming. New techniques of providing oral health care and new methods of education of oral hygiene, have been developed by Teethsavers to facilitate these goals in the absence of normal dental equipment.   The tooth filling, advocated by the World Health Organization (WHO) Atraumatic Restorative Treatment (ART) was developed by Dr. Jo Frencken, MSc, DDS, PhD, the Netherlands during 14 years in Africa and was International Dentist of 1999. Dr. Frencken has been my main consultant since 2000. Graduates of our school in Zambia, Nicaragua, Malawi and Sierra Leone are registered by each countries Medical and Dental Council.   Our organization is the only one teaching full-time ART procedures, no electricity needed and teaching oral hygiene at the children primary school, including mothers and school teacher workshop. We are the fourth category dental school that too many in the world do not know about – Yet.   Easy to move wooden apparatus is locally made and the uniqueness of the apparatus is its simplicity: the child lies on the wooden bench with hers/his head in the lap of the operator while the dental assistant using a wooden table and stool, passes instruments and material in modern four-handed dentistry in a virtually painless process at the patients school. No Tears, No Fears.   Mothers are taught to start daily oral hygiene at age three months (cloth around finger, carefully) and child looking at a picture book, if she cannot read, to develop the child's curiosity. One mother, more literate, teaches the other mothers and follows-up weekly.    Graduates, following the supervised six months field practical, can have a low fee private practice or work for their government.  Tooth decay is the most prevalent childhood disease (bacterial infection) in the world. (WHO)"
a226b88f-c40d-4002-b2a5-1cd12512141d,Mansion Ecommerce,organization,mansion-ecommerce,https://www.crunchbase.com/organization/mansion-ecommerce,366105.0,2019-04-29 22:13:34,2019-04-29 23:57:13,"We have bootstrapped Mansion Ecommerce for 2+ years, carefully building multiple SaaS products, and validating market-fit using the founder's other company, which is a small business ecommerce retail company. At Mansion Ecommerce, our SaaS solutions include forward-looking products addressing new categories plus, operational solutions to help retail ecommerce businesses of all sizes, in any market."
f15c8cb3-5db1-d4ab-b37c-ce54346289bd,microDimensions,organization,microdimensions,https://www.crunchbase.com/organization/microdimensions,200281.0,2014-03-07 21:15:48,2019-03-25 20:41:21,"microDimensions produces innovative software solutions for the processing, analysis, and visualization of biomedical imagery, in particular on a cellular level. Employees of microDimensions continuously strive to create efficient algorithms fulfilling highest quality standards. A particular focus of the company is to offer software products that can be integrated into the existing customer workflow seamlessly."
