uuid,name,type,permalink,cb_url,rank,created_at,updated_at,short_description,started_on,ended_on,event_url,registration_url,venue_name,description,country_code,state_code,region,city,logo_url,event_roles
d1b99b76-d6f6-4603-9afd-f9b26fbd0829,Quandl Data Conference 2019,event,quandl-data-conference,https://www.crunchbase.com/event/quandl-data-conference,187.0,2019-02-25 17:27:47,2019-02-26 10:06:16,Quandl Data Conference 2019,2019-02-28,2019-02-28,https://www.quandl.com/data-conference,https://www.quandl.com/data-conference/tickets,Convene,,USA,NY,New York,New York,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/xfcxdntv8lh8oc0nj193",conference
99bb9d6a-82a9-b548-d12a-de96b0e68e4c,Gartner Data & Analytics Summit Grapevine 2018,event,gartner-data-analytics-summit-grapevine-2018-201835,https://www.crunchbase.com/event/gartner-data-analytics-summit-grapevine-2018-201835,10161.0,2017-10-05 09:01:18,2018-02-13 00:06:28,Gartner Data & Analytics Summit Scale the Value of Data and Analytics Data and analytics are at the heart of the digital revolution.,2018-03-05,2018-03-08,http://www.gartner.com/events/na/data-analytics#,http://www.gartner.com/events/na/data-analytics#!registration,Gaylord Texan Hotel & Convention Center,"Gartner Data & Analytics Summit Grapevine 2018 Scale the Value of Data and Analytics Data and analytics are at the heart of the digital revolution.   To survive and thrive in the digital era, now is the time to drive data and analytics into the core of your business and scale outward to every employee, customer, supplier and partner. Scaling the value of data and analytics requires a culture of data enablement that extends throughout every facet of your organization. A culture where data and analytics inform and drive business objectives, operational efficiencies and innovation.  Join us onsite in March to secure your place at the forefront of digital business leadership",USA,TX,Texas,Grapevine,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1507194071/csozema35ixsj6kkm1pv.png","conference,seminar"
85c5966b-3abc-1384-a11b-390aced9967a,MoCo TechBreakfast,event,moco-techbreakfast-20151124,https://www.crunchbase.com/event/moco-techbreakfast-20151124,6038.0,2015-05-11 05:46:18,2018-02-13 01:14:21,"TechBreakfast is a fun, a monthly demo-style event where entrepreneurs and tech folks see showcases on cool new technology in a demo format.",2015-11-24,2015-11-24,,http://www.meetup.com/TechBreakfast/events/218600042/,JHU - Rockville,,USA,MD,Maryland,Rockville,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1431323039/vor0tufwc4ncwmbnlnrd.png",meetup
fdb553d9-fca5-4283-9b9d-5feec7a8ffd8,3rd annual Nuclear Industrial Control Cybersecurity Resilience conference,event,3rd-annual-nuclear-industrial-control-cybersecurity-resilience-conference,https://www.crunchbase.com/event/3rd-annual-nuclear-industrial-control-cybersecurity-resilience-conference,6979.0,2018-03-10 06:02:08,2018-03-10 06:02:08,"Now in its 3rd year, the Cyber Senate Nuclear Industrial Control Cyber Security and Resilience Conference will take place on May 22/23rd",2018-05-22,2018-05-23,,http://go.evvnt.com/207549-0?pid=5396,Park Royal,"Protecting essential services and control systems networks are imperative and in many cases neglected in relation to embedded systems in modern architecture. The proliferation and advancement of operational technologies and the Internet of Things, the convergence of IT and OT have enhanced operational efficiency but paradoxically has increased the attack surface exponentially across the critical national infrastructure. Now in its 3rd year, the Cyber Senate Nuclear Industrial Control Cyber Security and Resilience Conference will take place on May 22/23rd in Warrington United Kingdom. This two day executive forum will include presentations, roundtable working groups and panel sessions. Together we will address the escalating cyber risk and resilience challenges associated with the adoption and convergence of operational technologies in enterprise facing architecture. Practitioners will gain further insight into how to best respond to evolving cyber threats, the importance of effective risk management throughout the nuclear supply chain, innovations in detection and mitigation, configuration management and how can we incorporate resilience into critical control system components and business process. Time: 09:00 to 17:00 Price: Commercial Ticket: GBP 799, Asset Owners: GBP 499  Venue details: Park Royal, Stretton Road, Stretton, Cheshire, WA4 4NS, United Kingdom Speakers: Franky Thrasher ENGIE Laborelec Information Systems Security Officer and Senior Cybersecurity Expert, Ken Munro Pen Test Partners Founder and Partner, Robin Bloomfield Adelard Partner, Andrew Rogoyski CGI Vice President Cyber Security Services, Phil Litherland Context Information Security Principal Consultant Strategy and Advisory, Guido Gluschke Brandenburg University of Applied Sciences Co-Director Institute for Security and Safety (ISS), Cavus Batki EDF Nuclear New Build Design Authority cyber security specialist, John Dickinson Sellafield Ltd Cybersecurity Control Systems Manager Control Systems Group, Tom Parkhouse Office for Nuclear Regulation Head of Nuclear Cyber Security Regulation within the Civil Nuclear Security Division, Peter Fraser Hopewell ETC-Enrichment Technology Company ETC Head of Group Security, Will Ollerhead ETC-Enrichment Technology Company Group Information Security Manager, Chris Blask Unisys, ICS ISAC Director, Industrial Control Systems Security at Unisys, Chair US ICS ISAC, Mike St John Green Independent Information Security Expert Speaker, Dai Davis Percy Crow Davis and Co Technology Lawyer, Alfonso Martin iHacklabs Senior Manager Industrial Cybersecurity",GBR,,Warrington,Stretton,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/dlmgatymn6e9xpdaktb3",conference
1f6b4dd1-d5be-4fe4-84ad-1c3858904a52,SmartRecruiters Hiring Success,event,smartrecruiters-hiring-success,https://www.crunchbase.com/event/smartrecruiters-hiring-success,3063.0,2018-03-14 22:25:47,2018-03-14 22:25:47,Where the future of hiring happens.,2018-03-13,2018-03-14,,http://ta.smartrecruiters.com/hiring-success-18-speakers.html,Hyatt Regency,Where the future of recruiting happens,USA,CA,California,San Francisco,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",conference
c6f08429-366b-9515-4749-1b6db42b0e6b,Seattle Startup Week Keynote Rob Glaser Seattle Startup Week,event,seattle-startup-week-keynote-rob-glaser-seattle-startup-week-20141023-seattle,https://www.crunchbase.com/event/seattle-startup-week-keynote-rob-glaser-seattle-startup-week-20141023-seattle,14096.0,2014-10-17 23:14:00,2018-02-13 01:14:24,Join us for this very special Seattle Startup Week keynote!,2014-10-23,2014-10-23,,http://www.eventbrite.com/e/seattle-startup-week-keynote-rob-glaser-seattle-startup-week-tickets-13705089291?aff=ebapi,Kane Hall,Join us for this very special Seattle Startup Week keynote! Our guest for the evening is Rob Glaser.,USA,WA,Washington,Seattle,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1407304682/g3q8sthovyaosxac25qp.png",conference
3f24513e-9247-4312-80d2-40f512a33d14,The Year Ahead,event,the-year-ahead,https://www.crunchbase.com/event/the-year-ahead,2956.0,2019-03-24 20:40:08,2019-03-24 20:40:08,"The Year Ahead Summit, an invitation-only event creating a 360-degree view of the most urgent topics facing every executive.",2018-11-28,2018-11-28,https://www.bloomberglive.com/the-year-ahead/,https://www.bloomberglive.com/the-year-ahead/,,"Change is the one constant that unifies global CEOs — and the pace of change only seems to be quickening. Which is why Bloomberg convenes The Year Ahead Summit, an invitation-only event creating a 360-degree view of the most urgent topics facing every executive in the coming year.",,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/igkrjohatpqn9d8durcb",conference
3935bf43-4e72-4c7f-b4fd-7034fe266a2a,Assure Hair,event,assure-hair,https://www.crunchbase.com/event/assure-hair,,2018-02-01 08:08:36,2018-02-13 00:23:39,Assure Hair - Hair Regrowth Treatment for Long & Shiny Hairs,2018-02-01,2018-06-04,http://www.healthychatboard.com/assure-hair/,http://www.healthychatboard.com/assure-hair/,,Assure Hair - Nothing more natural than good previous exercising! One of the many advantages of physical activity is enhancing blood flow throughout the body. Hair follicles benefit from better blood flow and will maintain and improve their health stimulating hair growth. Read More : http://www.healthychatboard.com/assure-hair/,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/cxyaanfbdheeitrclsog",conference
2098398b-baa8-435c-8264-e7b745adc645,HackerX - Cambridge (Full-Stack) Employer Ticket - 3/28,event,hackerx-cambridge-full-stack-employer-ticket-3-28,https://www.crunchbase.com/event/hackerx-cambridge-full-stack-employer-ticket-3-28,2911.0,2019-03-28 08:46:51,2019-03-28 08:46:51,"HackerX is an invite-only recruiting event for developers in 120+ cities globally and has a community of over 100,000+ members.",2019-03-28,2019-03-28,https://hackerx.org/employers/,https://www.eventbrite.com/e/hackerx-cambridge-full-stack-employer-ticket-328-tickets-55049407259,1 Station Square,"HackerX is an invite-only recruiting event for developers in 120+ cities globally and has a community of over 100,000+ members. We've hand picked and recruited some of the top developers in each city so you don't have to. Meet face-to-face with qualified and screened developers and make your next great hire. MEET 50+ TOP BACK-END DEVELOPERS Our events are organized in rapid speed-dating format (5 minutes each) to keep things engaging and fun. It ensures you can meet the most developers. WHY ATTEND? - Get in front of developers face-to-face and skip the back and forth emailing and phone tag. - Showcase your company's brand and technologies to let the developer community know you're hiring. - After the event, we'll also provide you a list of registrations (~90) so you can scout and reach out after the event. FAQ Q: What should I bring? A: We recommend bringing an iPad or laptop to show off your company. You're also welcome to bring banners, other visuals, and swag. Q: Can I bring multiple people? A: Absolutely, but you will need to buy an additional ticket for each person. We highly recommend having multiple people to be able to work the room. Q: How do you ensure quality? Q: To ensure quality, our events are invite-only for developers so almost everyone has a solid work history or background. Q: Do you collect a commission? A: No, we never take a fee outside of the ticket price. QUOTES ''HackerX is a great event that connects job seekers and employers seeking engineering talent. BitTorrent participated in 3 events and ended up hiring 3 engineers for key positions.'' FARID FADAIE, SENIOR DIRECTOR OF PRODUCT - BITTORRENT ''HackerX has been very beneficial for TrueCar as it gives us an opportunity to meet and talk with prospective candidates. The casual environment puts the candidate at ease so they can represent themselves to the fullest. We have successfully hired several candidates!'' CHRIS MARTIN, MANAGER OF TALENT ACQUISITION - TRUECAR",USA,MA,Massachusetts,Cambridge,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/rvzocemktzsjexp6smyw","meetup,networking,other"
3bb50d14-ca51-ce59-660b-80be7b66b8a9,"Digital HR. Unterstützer, Treiber oder Wegweiser: Welche Rolle spielt HR?",event,digital-hr-unterstutzer-treiber-oder-wegweiser-welche-rolle-spielt-hr-2017223,https://www.crunchbase.com/event/digital-hr-unterstutzer-treiber-oder-wegweiser-welche-rolle-spielt-hr-2017223,11028.0,2017-02-22 13:37:26,2018-02-13 01:14:28,DGFP //Kompetenzforum DGFP-Mitgliedsunternehmen mit Fokus aufDigitalisierung und Personalentwicklung trafen sich zum Erfahrungsaustausch.,2017-10-28,2017-10-29,https://www.coaching-cosmos.com/presse/artikel/news-digital-hr-untersttzer-treiber-oder-wegweiser-welche-rolle-spielt-hr/10/,https://www.coaching-cosmos.com/presse/artikel/news-digital-hr-untersttzer-treiber-oder-wegweiser-welche-rolle-spielt-hr/10/,Headquarters,,DEU,,Berlin,Berlin,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1487770421/v8glwypid6tjfg2vvbw1.png","conference,other"
c2338c9d-5808-740d-530f-3721dfba3f2c,Columbia TechBreakfast,event,columbia-techbreakfast-20151014,https://www.crunchbase.com/event/columbia-techbreakfast-20151014,14803.0,2015-05-10 11:16:23,2018-02-13 01:14:22,"TechBreakfast is a fun, a monthly demo-style event where entrepreneurs and tech folks see showcases on cool new technology in a demo format.",2015-10-14,2015-10-14,,http://www.meetup.com/TechBreakfast/events/216855352/,Loyola Columbia,,USA,MD,Maryland,Columbia,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1431256525/haiz8ulrtqjzvrd13bpx.png",meetup
f71f77a8-17fa-c726-7922-6a17d6b59697,36|86 Southeastern Entrepreneurship Conference,event,36-86-201568,https://www.crunchbase.com/event/36-86-201568,6409.0,2015-01-20 21:47:57,2018-02-13 01:14:19,"Bringing southern thinkers, founders and investors together by hosting an annual event in Nashville",2015-06-08,2015-06-10,http://thirtysixeightysix.com/,http://www.eventbrite.com/e/3686-tickets-14891168887,Marathon Music Works,"The mission of 36|86 is to bring southern thinkers, founders and investors together by hosting an annual event in Nashville and inviting a national audience to participate in the experience. This event gathers incredible startup businesses, proven business leaders and strategic investors for a celebration of entrepreneurship and southern culture. Ultimately, this event becomes a platform connecting the “doers,” the “makers,” and the “innovators” in the southeast, around the country, and across the globe.",USA,TN,Tennessee,Nashville,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1422164356/egyeejzs4havhorapie7.jpg","competition,conference,festival,meetup,networking"
cdd7dbec-96d8-2cda-6405-861788a39873,Tech Inclusion Conference 2017,event,tech-inclusion-conference-2017-20171017,https://www.crunchbase.com/event/tech-inclusion-conference-2017-20171017,14437.0,2017-09-27 04:21:22,2018-02-13 00:02:42,Tech Inclusion Conference 2017 at the most exciting multi-purpose event space in San Francisco.,2017-10-17,2017-10-19,https://sf17.techinclusion.co/home,https://sf17.techinclusion.co/home,The Armory,The Tech Inclusion Career Fair connects companies of all shapes and sizes to a more diverse talent pool. We invite you to join us and be recognized as a leader in the growing commitment to build inclusive and diverse teams. Companies looking to hire an inclusive workforce contact us to learn more how to participate in the career fair.,USA,CA,California,San Francisco,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1506485952/bwl1fgqkmcckznghkhng.png",other
ffe855e2-43a9-4944-803e-35cc5041789d,Data Storytelling in Excel: Soar out of the Debris,event,data-storytelling-in-excel-soar-out-of-the-debris,https://www.crunchbase.com/event/data-storytelling-in-excel-soar-out-of-the-debris,14617.0,2018-03-28 01:15:53,2018-03-28 01:31:32,In this workshop we will interpret data and summarise its meaning into...,2018-05-01,2018-05-01,,https://go.evvnt.com/213616-0?pid=5396,Novotel Manchester Centre Hotel,"<p>In this workshop we will interpret data and summarise its meaning into a format that we will each then transform into easy-to-read tables, graphs and infographs using Excel that can be taken home and used again and again.</p> <p>Benefits to your Organisation:<br />- Digest, consolidate, summarise and visualise data<br />- Create dashboard charts and tables using Excel tools<br />- Improve presentations with graphic design and layout<br />- Apply a narrative to infographs using best practises<br />- Consider when to use a chart, table or other graphic display<br />- Know how to use visual effects to improve their reports and presentations</p> <p>Takeaways:<br />1. Excel templates with sample charts, tables and infographics<br />2. During the course, participants will create their own visuals in Excel to take away with them for future reference<br />3. A USB with usable Excel templates of sample charts, tables and infographs</p> <p>Who you are:<br />You are likely to work in any industry where you think quantitative visualisation could help.</p> <p>Facilitator:<br />This workshop's facilitator is Danielle Stein Fairhurst, a passionate subject matter expert on financial modelling and analysis. Author of two books and founder of a training consultancy, she has appeared on Excel TV and several industry podcasts. She set up the Financial Modellers' Meetup group, which now has 5,000+ international members and a 40,000+ member LinkedIn forum.</p> <p>FAQs:<br />What are my transport/parking options for getting to and from the event?<br />30% discount to the price for Q Park Piazza just behind the hotel.</p> <p>What can I bring into the event?<br />Please bring a laptop with Microsoft Excel 2013 or higher (2016) installed and don't forget your charger. If you use a Mac, Mac users will be accommodated for.</p> <p>What's the cancellation...</p> <p><strong>Time:</strong> 8:30 am - 5:00 pm.</p> <p><strong>Category:</strong> Classes / Courses | Professional Training.</p> <p><strong>Artists / Speakers:</strong> Danielle Stein Fairhurst.</p> <p><strong>Prices:</strong><br />Early Bird Rate (before April 1st): GBP 595.00,<br />Standard Rate (after April 1st): GBP 795.00,<br />Corporate Rate: GBP 675.00,<br />Triple Bundle Rate (All 3 Manchester Workshops): GBP 1500.00.</p>",GBR,,Manchester,Manchester,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/mfwqgbf6kwhi07r6oatq",class
c4a2c39c-14c7-1838-a989-d7381244cd8e,Worlds Fair Nano,event,worlds-fair-nano-2017128,https://www.crunchbase.com/event/worlds-fair-nano-2017128,4371.0,2016-12-08 05:19:44,2018-02-13 01:14:19,"Worlds Fair Nano is a two-day festival filled with technology, futurist talks, art, music, food, and more.",2017-01-28,2017-01-29,http://worldsfairusa.com/nano/sf/,https://www.ticketfly.com/purchase/event/1385030?utm_medium=bks,Pier 70,"Worlds Fair Nano is a two-day festival filled with technology, futurist talks, art, music, food, and more.  The future of their world is being created every day, in offices, labs, garages, and classrooms. While some talking heads spread fear about what lies ahead, they’ve seen the future and can't wait for it to arrive. Join us for reveal new possibilities on the horizon.  Meet us in the Technology Playground, the closest thing to an adult playground this side of Burning Man, filled with interactive stations specifically designed to let you experience the future. Think virtual reality, drones, motorized skateboards, wearable tech, robotics, IoT, 3D printing, and more. They have over 50 companies coming.   They don't have a crystal ball, but they do have an all-start lineup and Founders and CEOs giving you the future of their country and their world. Titles include The Future of Democracy | The Future of VR v. AR | The Future of Artificial Intelligence | The Future of Art | The Future of Cannabis | The Future of Capitalism | The Future of Cities | The Future of Food | And More!  They’ve hand selected a few incredibly talented Bay Area artists to showcase their work. They’ve got multi-sensory interactive exhibits, live demonstrations and more. Immerse yourself in their world and rediscover your own.  Few areas of engineering are more controversial than food engineering, and for good reason. What they put into their bodies is one of the most intimate decisions they make. And yet, the more they learn about what their body needs, the more effectively they can produce foods that give us what they need to perform at their best.  At Worlds Fair Nano they’re bringing you some future foods that may just revolutionize the way they eat.",USA,CA,California,San Francisco,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1481174111/qvu6z0uns3il0ks2zqpp.png","conference,expo,festival,meetup,networking,other"
