uuid,name,type,permalink,cb_url,rank,created_at,updated_at,first_name,last_name,gender,country_code,state_code,region,city,featured_job_organization_uuid,featured_job_organization_name,featured_job_title,facebook_url,linkedin_url,twitter_url,logo_url
e8d6604a-7415-526a-cfac-a7fcb0885229,Pratik Nayek,person,pratik-nayek,https://www.crunchbase.com/person/pratik-nayek,419013.0,2017-09-26 10:14:34,2018-02-12 23:53:51,Pratik,Nayek,male,IND,,Haryana,Gurgaon,a640ecfa-2ebc-e161-e107-67861711d7f5,Hamee India,CEO,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/q4jlk412yoms9mbhufes"
04e96e06-73a6-3111-7923-3cb51a285780,Hakwan Kim,person,hakwan-kim,https://www.crunchbase.com/person/hakwan-kim,744168.0,2015-11-19 07:47:07,2018-02-12 23:42:44,Hakwan,Kim,male,KOR,,Seoul-t'ukpyolsi,Seoul,d6a42e32-b565-c0b1-3721-f5e0a5ae578a,PeopleFund,Business Development,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1497503515/cfbqmci9x3ndao6qzc3g.jpg"
22cdf273-894d-010c-61a6-15d6d0a74e1d,John Church,person,john-church-just-marketing,https://www.crunchbase.com/person/john-church-just-marketing,206402.0,2015-02-25 06:41:53,2018-02-12 23:52:36,John,Church,male,USA,CA,California,Laguna Beach,6f536c15-cfaa-132a-81e1-79d3955d1f97,SouthCoast Development Partnership,President,https://www.facebook.com/MotoAmerica/app_190322544333196,https://www.linkedin.com/in/johnchurchjustmarketing,https://twitter.com/johnchurchjustm,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1447759091/bg8c4edlzqaukvfuwuzf.jpg"
2ee31799-89c0-e636-54ce-c8f762ded0de,Ervin Tal-Gutelmacher,person,ervin-tal-gutelmacher,https://www.crunchbase.com/person/ervin-tal-gutelmacher,175563.0,2017-03-20 11:53:58,2018-02-12 23:27:40,Ervin,Tal-Gutelmacher,male,DEU,,Hessen,Kassel,1916b080-3ece-8031-b222-bd5d57c025be,Po-Celltech,CTO,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png"
6c4536ab-a466-08e1-0fe7-a0839391d0cb,Avinash Vankadaru,person,avinash-vankadaru,https://www.crunchbase.com/person/avinash-vankadaru,28532.0,2014-05-12 05:47:55,2018-02-12 23:49:26,Avinash,Vankadaru,male,IND,,Delhi,,0f7bb58a-87a3-4060-adf1-cb1d94b4ae13,Tapzo.,Product Manager,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1399873698/bzdwptjgtl0qrtjktbdt.jpg"
7d484f44-9774-7cf6-7a2a-11dcec779c8f,Sanjaya Punyasena,person,sanjaya-punyasena,https://www.crunchbase.com/person/sanjaya-punyasena,162415.0,2012-11-15 15:38:29,2018-02-12 23:44:45,Sanjaya,Punyasena,male,USA,WA,Washington,Seattle,fa187785-8cca-795b-8590-359c17b03870,Simpolfy,Co-Founder & CEO,,http://www.linkedin.com/in/sanjayapunyasena,https://twitter.com/SanjyP,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397185779/9c4ddcd743889fea91d4e592147d2b6f.jpg"
f01f37a4-013e-46dc-8bd4-942ea320eb64,Jerome GOUJON,person,jerome-goujon,https://www.crunchbase.com/person/jerome-goujon,606239.0,2018-02-14 18:59:04,2018-09-08 00:57:29,Jerome,GOUJON,male,FRA,,Ile-de-France,Paris,,,,,https://www.linkedin.com/in/jerome-goujon-consulting/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/kcwtho6hqhq6szvjfgjw"
bc9b62b2-0d23-5a80-c5d3-05c63f91028e,Derrick Oien,person,derrick-oien,https://www.crunchbase.com/person/derrick-oien,74289.0,2009-05-27 22:38:09,2018-02-12 23:46:04,Derrick,Oien,male,USA,CA,California,San Diego,fe947a54-0bb9-a491-5b5f-a83f91afe739,ScoreStream,CEO,https://www.facebook.com/derrick.oien,http://www.linkedin.com/in/derrickoien,http://twitter.com/Derrick,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/uzjxjugmyucxtfu5zihm"
9559babb-778e-40a5-04ce-bc2a0fe36693,Oliver Maier,person,oliver-maier,https://www.crunchbase.com/person/oliver-maier,5372.0,2015-07-27 06:36:22,2019-04-30 14:20:40,Oliver,Maier,male,,,,,bb6589a9-b3c5-5545-7763-51353aa5ee6e,Speyside Equity,Managing Director,https://www.facebook.com/oliver.maier.524/about,https://www.linkedin.com/in/oliver-maier-5726bb6,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/qhgcdemmzf3kxbmmvesn"
5ac69426-7fc0-f7a6-da0f-7aec3a0b3f08,Kevin Nihill,person,kevin-nihill,https://www.crunchbase.com/person/kevin-nihill,829031.0,2016-06-18 01:27:20,2018-02-12 23:45:01,Kevin,Nihill,male,,,,,28a42294-f4f9-1eb1-9a28-f6f402761418,Knowvio,President,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1466213232/njau35vwwybeiasdrgus.jpg"
da65074c-36d8-4d98-477a-c5011bbee1fb,Paul Gacek,person,paul-gacek,https://www.crunchbase.com/person/paul-gacek,450331.0,2012-09-05 08:13:57,2018-02-12 23:48:01,Paul,Gacek,male,,,,,a4f2e428-c369-152a-c5da-6a55ad68c9ac,Silver Tail Systems,VP of Engineering,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png"
23a5457a-b7f0-c59a-d0c9-04051f3b379f,Liza Aleksandrovych,person,liza-aleksandrovych,https://www.crunchbase.com/person/liza-aleksandrovych,425303.0,2017-01-10 02:59:46,2018-02-12 23:51:38,Liza,Aleksandrovych,female,UKR,,,,aadad022-c6ed-388b-35db-123e987d1579,StepShot,Marketing Manager,,https://www.linkedin.com/in/liza-aleksandrovych,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1484017180/acibb3wx09yx6xkppaef.png"
40d6d884-b39f-2246-1df8-4053b7f93f3b,Rory Gleeson,person,rory-gleeson,https://www.crunchbase.com/person/rory-gleeson,270612.0,2017-09-07 13:23:28,2018-02-12 23:52:51,Rory,Gleeson,male,AUS,,Victoria,Melbourne,6682812f-9d7b-1845-1c91-0f5dc5a9c040,SkyGrid.io,CEO/Founder,,https://www.linkedin.com/in/rorygleeson1/,https://twitter.com/roryglees,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1504790591/nkjusqvl6mekomdcihcj.png"
1595a756-f83d-37cc-cb53-1f5629e3fa6f,Chris Olson,person,chris-olson-3,https://www.crunchbase.com/person/chris-olson-3,477686.0,2016-06-14 13:19:27,2018-02-12 23:30:52,Chris,Olson,male,,,,,53e7b604-1ccb-0e6a-efc3-7ddf555826ec,Change Healthcare,Executive Vice President - Operations,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1465910357/oxk5sntynrpqeh8yjrmp.png"
fa3367a9-df1e-3254-d5a3-4b6d20105643,Max Sprauer,person,max-sprauer,https://www.crunchbase.com/person/max-sprauer,686791.0,2015-10-21 14:36:36,2018-02-12 23:41:24,Max,Sprauer,male,,,,,e83b8f68-8bc9-6b56-220c-0ffbd470b931,Dell,Principle Engineer,,https://www.linkedin.com/in/msprauer,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1445504305/r1gmblmlaktclwkglolm.jpg"
ec157913-fbe9-269b-6bb9-48c35bf11729,"Adam Meade, Ph.D.",person,adam-meade-ph-d-,https://www.crunchbase.com/person/adam-meade-ph-d-,836172.0,2015-01-15 15:13:58,2018-02-12 23:16:07,Adam,"Meade, Ph.D.",male,USA,NC,North Carolina,Raleigh,,,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1421334794/chgnmh9yh5likbsx2hdt.jpg"
fa745343-4e13-6a88-08d2-45fcc36c8ed3,Cyndee Worrall,person,cyndee-worrall,https://www.crunchbase.com/person/cyndee-worrall,793643.0,2016-08-03 04:50:49,2018-02-12 22:23:32,Cyndee,Worrall,female,USA,GA,Georgia,Atlanta,3ef516ba-bbbd-0571-498c-dbf57f095fa4,Integratec Services,Controller,,https://www.linkedin.com/in/cyndee-worrall-4833b067,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1470199840/eke1eaijpubzjnwv2wia.jpg"
39e00309-7774-c796-51eb-8e93c1f6cc74,Anh (Leo) Nguyen,person,anh-leo-nguyen,https://www.crunchbase.com/person/anh-leo-nguyen,663772.0,2016-03-23 08:22:21,2018-02-12 23:29:10,Anh (Leo),Nguyen,male,VNM,,NA - Vietnam,Hanoi,69a4bc60-164f-d98e-f804-e155d7dfe4fa,"Fastsell: List, Discover and Buy Items Nearby",Founder/CEO,,https://www.linkedin.com/in/nguyenhoanganh,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1474121666/bshrbjm4tidgtqvghc88.jpg"
e5ba3256-7a6b-e1c4-0d95-f673d115790e,Brandon Greer,person,brandon-greer,https://www.crunchbase.com/person/brandon-greer,25064.0,2016-08-31 12:36:08,2018-08-21 08:56:02,Brandon,Greer,male,USA,MA,Massachusetts,Boston,f92cbcf0-2a22-45f6-fd36-dacee145b2ed,OpenView Venture Partners,Associate,,https://www.linkedin.com/in/brandon-greer/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/vbddqmw29sa8ff5phjee"
6308df48-f08f-1cbe-ddc1-3aa4fc8f9ed8,Greg Brenneman,person,greg-brenneman,https://www.crunchbase.com/person/greg-brenneman,19454.0,2008-11-30 03:26:46,2018-02-12 23:44:59,Greg,Brenneman,male,,,,,238d5c21-e33b-113e-7e6a-65e92d0a9153,Turnworks Inc.,"Founder, CEO & Chairman",,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188137/54e8b7a7d8a7d70edcde397ae588d1a7.jpg"
a04f010a-ebf4-4a17-994c-973e18ae2727,Javier A. Amigo Miranda,person,javier-a-amigo-miranda,https://www.crunchbase.com/person/javier-a-amigo-miranda,33617.0,2019-02-08 04:30:05,2019-02-08 04:30:05,Javier A.,Amigo Miranda,male,,,,,,,,,https://www.linkedin.com/in/javieramigo/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/ftuxqn1ujklp9wgwxshy"
6d6b6917-6f8d-59cd-5418-ce841d4170c9,Michelle Rodrigues,person,michelle-rodrigues,https://www.crunchbase.com/person/michelle-rodrigues,665851.0,2014-02-26 17:51:06,2018-02-12 23:37:59,Michelle,Rodrigues,female,,,,,ba2bd371-496d-a0ce-69b9-f7f017578bd8,SRI International,"Director, Government Business Development",,http://www.linkedin.com/pub/michelle-rodrigues/9/9a4/1aa,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397183966/4c16c1675377a64138fe34732034f8c8.jpg"
3f8fa1af-6707-47bb-93a9-d96fe75134f1,Julie Heaven,person,julie-heaven,https://www.crunchbase.com/person/julie-heaven,824924.0,2018-06-09 03:55:49,2018-06-09 03:55:49,Julie,Heaven,female,,,,,,,,,https://www.linkedin.com/in/julie-heaven-17787272/,https://twitter.com/clarity_heaven,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/bnccb5lzarafo2fibauj"
c26cce18-ad5e-49b4-e838-26ba70620115,Satya Yenigalla,person,satya-yenigalla,https://www.crunchbase.com/person/satya-yenigalla,191776.0,2017-03-20 22:01:22,2018-02-12 23:59:54,Satya,Yenigalla,male,USA,NV,Nevada,Las Vegas,f24d1c8e-4c2a-bf4c-7601-79b04eb9a75f,"FaceTec, Inc.",COO,,https://www.linkedin.com/in/satya-yenigalla-746173,https://twitter.com/yenigalla,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/njmxwtcrz6jmfzpzeglv"
fc014f33-f40f-474f-bc9c-f8fa7e104b30,Pedro Da Silva,person,pedro-da-silva,https://www.crunchbase.com/person/pedro-da-silva,786796.0,2017-11-20 12:33:59,2018-09-08 01:21:47,Pedro,Da Silva,male,FRA,,Ile-de-France,Paris,,,,,https://www.linkedin.com/in/pedro-da-silva-29310b2/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/apxxghrlu7ovndkkhclb"
40691740-8f60-5e8f-743f-9e6203d8cad5,Tony Ageh,person,tony-ageh,https://www.crunchbase.com/person/tony-ageh,428514.0,2013-10-04 16:09:32,2018-02-12 22:10:45,Tony,Ageh,male,,,,,305a82f5-4af3-1052-b5db-55c66575623f,BBC (British Broadcasting Corporation),Director of Archive Content,,http://www.linkedin.com/pub/tony-ageh/23/378/967,http://twitter.com/TonyAgeh,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397180606/e115c16058e062b6fefc010499202719.png"
eee62b69-1742-c18e-a127-2c6b4ed8e85f,Joe S. Mitchell,person,joe-s-mitchell,https://www.crunchbase.com/person/joe-s-mitchell,855465.0,2015-01-28 14:40:44,2018-02-12 22:08:51,Joe S.,Mitchell,male,USA,PA,Pennsylvania,Philadelphia,cfbfec05-cdc0-f9ad-7981-a361c5414f58,The Law Offices of Joe S. Mitchell III,Attorney,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1422456039/fcis5fezoe7b0avcgoln.jpg"
35b52e9f-dc24-e5b9-06fb-eb422d353632,Michael Temple,person,michael-temple,https://www.crunchbase.com/person/michael-temple,462245.0,2016-07-13 10:40:13,2018-02-12 23:23:56,Michael,Temple,male,,,,,a3c298e4-125a-7be7-3f5a-4318aab81c61,Protective Life,"Executive Vice President, Finance and Risk and Chief Risk Officer",,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1468406402/dq3z7zalzvafpdb2jkvo.png"
2e2e332c-0cbc-b1fd-a28f-4779cf0975c3,David Goldstein,person,david-goldstein-3,https://www.crunchbase.com/person/david-goldstein-3,354661.0,2015-10-29 21:32:19,2018-02-12 23:41:28,David,Goldstein,male,USA,MA,Massachusetts,Groton,799ba192-1a09-d0d1-cec3-0a3170e836aa,WhisperSom Corporation,"Co-founder, Lead Developer and COO",,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1448296505/mijjlmckkn0txxbdq6pd.jpg"
8fdee846-ca52-90fa-389a-581c44cfeffc,Helyette Geman,person,helyette-geman,https://www.crunchbase.com/person/helyette-geman,613225.0,2017-09-11 06:34:00,2018-02-12 23:24:14,Helyette,Geman,female,USA,MD,Maryland,Baltimore,882b5335-962f-ea61-69f3-90f81f534e51,Johns Hopkins University,Research Professor,,https://www.linkedin.com/in/helyettegeman/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1505111632/gbbh4cyhkssoxjtzhlwq.png"
4d37e1ac-bb8f-4a4a-1c13-05a4f9a218ee,Renata Dameri,person,renata-dameri,https://www.crunchbase.com/person/renata-dameri,875502.0,2017-04-13 05:15:06,2018-02-12 23:51:24,Renata,Dameri,female,,,,,,,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1492060383/nxcqyhy5rdhpzfxv7d7k.png"
b0ba68c4-cdcb-444b-ff17-e17fe060a639,Richard Galvin,person,richard-galvin,https://www.crunchbase.com/person/richard-galvin,34984.0,2014-08-02 04:33:34,2018-02-12 23:41:45,Richard,Galvin,male,USA,CT,Connecticut,Southport,d71f2aa3-f39d-e640-b171-cf412423cfcb,CV Properties,Founder & President,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png"
98c61496-0c2e-8966-75d4-620acdecf424,Dasun Priyankara,person,dasun-priyankara,https://www.crunchbase.com/person/dasun-priyankara,583842.0,2013-11-28 16:59:43,2018-02-12 23:54:00,Dasun,Priyankara,male,,,,,f762b36f-62ab-b085-7c20-bd85d67da567,Kreyonic,Co Founder & COO,,http://www.linkedin.com/in/dasunk,http://twitter.com/dasunll,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188870/2a19523bcc5609dd6500e9f2ea57a657.jpg"
d3f171ba-1a95-acdc-7200-5c6904db5c7f,Suvendu Satapthy,person,suvendu-satapthy,https://www.crunchbase.com/person/suvendu-satapthy,782617.0,2011-03-10 13:01:14,2018-02-12 23:21:36,Suvendu,Satapthy,not_provided,,,,,,,,,,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png"
5b8765a3-2da2-9f78-7c78-37d395a5df92,Anita Evenset,person,anita-evenset,https://www.crunchbase.com/person/anita-evenset,713717.0,2017-06-30 10:37:44,2018-02-12 23:34:48,Anita,Evenset,female,NOR,,Troms,Tromsø,20c66f63-aafe-9484-a1d3-e09c670f2f83,Akvaplan-niva,"Head of Department, Environmental R&D",,https://www.linkedin.com/in/anita-evenset-8b4a3b39/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1498819042/zs9lhachzfyltsg9axgx.png"
ffe239a6-a5cd-43f6-a505-f0609e4c51e0,Sebastian Dueholm,person,sebastian-dueholm,https://www.crunchbase.com/person/sebastian-dueholm,243683.0,2017-11-10 10:18:40,2018-09-08 01:19:17,Sebastian,Dueholm,male,DNK,,Hovedstaden,Copenhagen,34b1de72-04e3-d51f-1820-9fed4ad4e67f,YourLocal,Co-Founder,,https://www.linkedin.com/in/sebastian-dueholm-a2201586/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/wmsfvyabhajq5ap9xfh1"
82d042ed-6415-533e-b805-eaa7d9037383,Mark Doherty,person,mark-doherty,https://www.crunchbase.com/person/mark-doherty,421775.0,2017-06-15 10:28:45,2018-02-12 23:28:35,Mark,Doherty,male,USA,NY,New York,Whitesboro,294a0200-cd5d-ce2a-2ea3-0289510b84d2,Urban gro,"Director of Sales, Eastern Region",,https://www.linkedin.com/in/markedoherty,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1497522518/iouhu48far6e6msbbt04.png"
8f80d1d5-5064-3667-2a85-68f0c19596f8,Hi Ewald,person,hi-ewald,https://www.crunchbase.com/person/hi-ewald,650670.0,2009-06-18 19:04:33,2018-02-12 23:31:52,Hi,Ewald,male,,,,,3a0de373-3605-26d6-b992-ffa8129de4ca,Tall Oaks Capital Partners,Investment Professional,,http://www.linkedin.com/pub/hiram-ewald/0/74/17a,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397183492/f96e21cc453bb16e19f545314a67ce94.jpg"
0346d3d3-e261-3c66-72e2-dfa5658413a4,Hadar Dor,person,hadar-dor,https://www.crunchbase.com/person/hadar-dor,291580.0,2015-09-15 22:08:07,2018-02-12 23:52:38,Hadar,Dor,male,USA,CA,California,San Francisco,b5c69db1-5367-8301-1945-3704bdf67bf6,Quixey,"Product Manager, Core Platform",,https://www.linkedin.com/in/hadardor/,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1442354871/zb1qm3qcvqsynb1ki7vt.jpg"
64c435a0-b2ab-8353-0fe0-c5e030802b8f,Harpreet Singh,person,harpreet-singh-10,https://www.crunchbase.com/person/harpreet-singh-10,451731.0,2017-07-06 10:17:47,2018-02-12 23:36:38,Harpreet,Singh,male,IND,,Delhi,New Delhi,9ce32f4b-4028-067f-04da-245175d7f932,Integrated Child Health Records (iCHR),Founder,,https://www.linkedin.com/in/harpreet-singh-a530573/,,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png"
