uuid,name,type,permalink,cb_url,rank,created_at,updated_at,description
06074a38-0204-764f-3216-54b63e61003b,Anthony Wanger,person,anthony-wanger,https://www.crunchbase.com/person/anthony-wanger,141327.0,2011-04-05 12:51:34,2018-02-12 23:35:58,"Anthony Wanger serves as President of IO. In this capacity, Wanger directs the Company's expansion and acquisition activities, oversees key transactions and the Company's Legal, HR and Risk Management functions.  Anthony has lead IO's DCaaS expansion and development across the world.  Prior to his involvement with IO, Wanger co-founded and managed Sterling Network Services, LLC, a leading enterprise data center services provider.  Earlier in his career, Wanger was a private equity investor and served as Senior Vice President at Sterling Partners where he directed a variety of investments and transactions for the firm.  Wanger graduated with a Bachelor of Arts degree in Political Science from Emory University and a Juris Doctor degree from the Boston University School of Law."
c369b9da-7675-4581-a7ba-66a08dba702d,Guilherme Soubihe,person,guilherme-soubihe,https://www.crunchbase.com/person/guilherme-soubihe,709305.0,2019-02-28 14:07:13,2019-02-28 14:07:13,Guilherme Soubihe is CEO at Maxihost.
b2cd52e2-c95e-b122-86f5-84f6f364e546,Hongjiu Gao,person,hongjiu-gao,https://www.crunchbase.com/person/hongjiu-gao,359751.0,2014-02-14 15:56:07,2018-02-12 23:57:41,"Hongjiu Gao is the chief executive officer of Lvmama, a B2C e-tourism website in China."
d2a6759c-e898-dac2-7daf-a680baba333a,Matt McPherson,person,matt-mcpherson-2,https://www.crunchbase.com/person/matt-mcpherson-2,652612.0,2016-08-16 09:15:22,2018-02-12 23:57:48,"As Director of Operations, Matt is responsible for the day to day and strategic operational demands of the group.   Prior to this appointment Matt directed Wireless Logic’s strategic partnerships – key clients and all Mobile Network Operators (MNOs).  Matt has considerable business development and operational experience and brings vital customer and sales-focused skills to the operations role.    Matt joined the company from Nemesis GB, an automotive communications company, where he was Sales and Marketing Director."
220fe1c1-e0ee-42ec-a8a3-327c748147c8,Helen Ho,person,helen-ho,https://www.crunchbase.com/person/helen-ho,301318.0,2018-03-22 14:52:13,2018-03-22 14:52:13,"Helen Ho is Vice President, Head of Corporate Development at TCR2. "
e8f39fb1-0b50-c887-9151-66fb9d79800b,"Mark Getelman, MD",person,mark-getelman-md,https://www.crunchbase.com/person/mark-getelman-md,862901.0,2017-01-20 15:27:17,2018-02-12 23:58:19,"Dr. Mark Getelman is an orthopedic surgeon and sports medicine specialist at Southern California Orthopedic Institute located in the greater Van Nuys, Thousand Oaks and Los Angeles, California area. Dr. Getelman is consistently recommended by his peers and nurses and specializes in disorders of the shoulder and knee, as well as cartilage reconstruction and minimally invasive surgery. His treatment focuses include rotator cuff repair, arthroscopic glenoid augmentation, LATARJET reconstruction, pectoralis major repair, knee ligament reconstruction, failed ACL surgery and articular cartilage defects surgery.   Board certified by the American Board of Orthopaedic Surgeons, Dr. Getelman is a diplomat of the National Board of Medical Examiners, as well as a member of the American Academy of Orthopaedic Surgeons, Arthroscopy Association of North America, and American Orthopaedic Society for Sports Medicine.   Dr. Getelman, orthopedic surgeon and sports medicine specialist, serves as co-director of the Southern California Orthopedic Institute Sports Medicine Fellowship Program, and has participated in the training of over 50 orthopedic fellows. He is actively involved in orthopedic and sports medicine research and has published numerous articles on shoulder, knee and ankle topics and has written several textbook chapters.   Dr. Getelman is a graduate from Tulane University and the University of Florida College of Medicine and completed his orthopedic surgery residency at Boston University. Dr. Getelman spent one year as an orthopedic trauma fellow at Boston City Hospital and one year as a sports medicine and adult reconstructive surgery fellow at St. Elizabeth's Hospital before becoming an orthopedic surgeon and sports medicine specialist.   Dr. Mark Getelman was an associate team physician at Boston College and was the resident sports medicine director at Boston University from 1995 to 1996. Subsequently, he completed a one year fellowship in sports medicine and arthroscopic and reconstructive surgery at Southern California Orthopedic Institute."
86f1e1e2-46de-f5ba-896d-d7bb99389d2f,Nela Sotonova,person,nela-sotonova,https://www.crunchbase.com/person/nela-sotonova,395474.0,2012-11-11 06:11:31,2018-02-12 23:51:46,Co-Founder at  Designeros
c9652658-cb92-132d-b145-b64da88b66a2,Jacqueline Ros,person,jacqueline-ros,https://www.crunchbase.com/person/jacqueline-ros,131795.0,2015-05-11 09:50:51,2018-02-12 23:44:32,"As the CEO and founder of Revolar, Jacqueline has always held a passion for social issues that has led her to work as a Guardian ad Litem in Florida, as an intern with UNICEF, and most recently as a teacher for Teach For America in Aurora, CO. Previously, she worked as a Spanish as a Second Language Teacher at AXL Academy, and is currently on the Board of Directors for the nonprofit, Rise Beyond Dreams located in Denver, Colorado. She holds BA’s in both International Studies and Spanish from the University of Florida, where she graduated summa cum laude."
9c8b81a3-0948-6e37-979d-1ba09dc10b61,Oran Bar-Tal,person,oran-bar-tal,https://www.crunchbase.com/person/oran-bar-tal,677560.0,2015-01-03 07:39:23,2018-02-13 00:01:58,"Oran specializes in animation with 3 years of experience in producing projects and computer games. After working in television, web and even biotechnological 3d simulations, Oran’s main passion for games brought him to Adventure Mob in hope to create a successful world class gaming company in Isreal."
901dcfe2-84ff-4e6d-ad41-bb80fa5e4c55,Richard Askam,person,richard-askam,https://www.crunchbase.com/person/richard-askam,801628.0,2018-03-23 11:00:49,2018-09-08 03:44:30,Richard Askam is a renowned speaker/writer on how brands/consumers can engage with print through personalization/customization. He created the online Share a Coke campaign in Europe in 2014 along with a number of direct to consumer campaigns and now speaks all over the world (including TED) on the subject and what it really means.
75d8b4af-50e1-8526-da9d-c6d9240232d7,Aaron Graves,person,aaron-graves,https://www.crunchbase.com/person/aaron-graves,558655.0,2014-08-27 02:14:57,2018-02-12 22:28:23,I don't suffer fools gladly.
a646691a-0904-c647-bf95-efe1bf40e68c,Giancarlo De Lio,person,giancarlo-de-lio,https://www.crunchbase.com/person/giancarlo-de-lio,45203.0,2015-05-04 10:57:43,2018-02-12 23:50:23,Founder at VitalHub
388d9a4d-cbd1-4019-847a-16fbcabb6764,Adam Martinson,person,adam-martinson,https://www.crunchbase.com/person/adam-martinson,390835.0,2019-04-23 18:26:56,2019-04-25 13:39:12,"Adam Martinson co-founded HubH2O in September 2016, since which he has been serving as its chief executive officer."
d4a90c98-efcc-4e24-8603-cfef0ea73031,Äbeer Khalique,person,äbeer-khalique,https://www.crunchbase.com/person/äbeer-khalique,400138.0,2019-02-02 16:43:17,2019-02-02 16:57:21,Head of Design at Fugio and Founder of Studio Whir.
30706d44-348c-6e30-f421-277bc6fddb4c,Sertaç Yıldırım,person,sertaç-yıldırım,https://www.crunchbase.com/person/sertaç-yıldırım,873545.0,2015-04-07 04:32:45,2018-02-12 23:38:02,Founder at Birevision
26dfc2bd-1ef2-3c3b-e34b-7de42230a3b1,Anh Le Giang,person,le-giang-anh,https://www.crunchbase.com/person/le-giang-anh,100694.0,2014-08-27 08:43:59,2018-09-02 09:15:07,"Le Giang Anh is Founder at JOY Entertainment, later merged into Horus Entertainment. He is now the COO & CMO of Horus Entertainment"
6294a765-13de-4ecf-8efb-84919ecfeb4b,Liz Dawson,person,liz-dawson,https://www.crunchbase.com/person/liz-dawson,606794.0,2018-10-10 09:12:53,2018-10-10 09:13:44,Liz is an experienced policy manager at Smart Energy GB. She leads on Smart Energy GB’s work looking at the importance and benefits of smart meters and smart grids to the future of Great Britain’s cities and rural areas. She also manages the delivery of Smart Energy GB’s programmes aimed at engaging parliamentarians and local authorities with the national smart meter rollout. Liz has extensive experience of parliamentary and political engagement. Before joining Smart Energy GB Liz worked at the Industry and Parliament Trust where she ran the Fellowship programme which provides parliamentarians with a unique opportunity to gain first-hand experience of how business and industry operates
426684d7-d4ad-d43e-5d96-910946a8acdf,Kevin Fung,person,kevin-fung,https://www.crunchbase.com/person/kevin-fung,820812.0,2016-01-15 05:40:35,2018-02-13 00:40:48,Founder at Ally Funding.
6ddcb889-985b-e768-da7f-63fe4229d675,Chris Pawlik,person,chris-pawlik,https://www.crunchbase.com/person/chris-pawlik,154771.0,2015-07-14 05:34:53,2018-02-12 23:54:59,"Chris brings over a decade of broad based real estate and finance experience. Prior to founding EPR^2, he was an integral part of an institutional equity advisory team focused on West Coast assets.   He has also been responsible for Mid-West real estate acquisitions for a Private Capital group that acquired ~$2.0 billion of assets in 18 months. Chris holds a triple degree from UC Berkeley (Haas-BS Bus Admin, BA PEIS, and BA Slavic Lang & Lit)."
a6078cd2-ed25-9476-724c-e47e3835dbce,Cynthia Varela,person,cynthia-varela,https://www.crunchbase.com/person/cynthia-varela,392619.0,2017-07-28 05:20:13,2018-02-12 23:32:58,"Cynthia Varela is the founder of Briotech, Inc. She has worked alongside Dan Terry for the past 26 years, running Danterry, Inc. and in the start-up of Briotech. She has over 32 years of experience in administrative and business management operations. Her structured and supportive nature coupled with her enthusiastic and entrepreneurial spirit, have proven key success throughout her career and in running her own companies. Cynthia carries with her a keen sense of company vision for Briotech, and specializes in strategic and thoughtful carry-through of that vision through customer service."
2dc9b105-39d5-7c5d-6a27-25e06f557964,Christopher Monosmith,person,christopher-monosmith,https://www.crunchbase.com/person/christopher-monosmith,532382.0,2015-08-15 11:21:05,2018-02-12 23:39:48,"I've been a Software Engineer at Vertafore for almost six years, building Java web applications with a variety of technologies that now include DataStax Enterprise."
69d786c5-b234-7a99-3b7a-3b6e6ebf99a3,Timothy L Frost,person,timothy-l-frost,https://www.crunchbase.com/person/timothy-l-frost,703999.0,2016-09-20 05:28:13,2018-02-13 00:01:18,"Tim Frost joined BSI as Design Engineering Manager for the Chattanooga and Lewisburg manufacturing facilities in February of 1996. Since joining BSI, Mr. Frost has served as Sales Manager for Universal Tubular Systems, Sales Manager for the Gas Components Group, Vice President of the combined Sales and Product Development resources of the Gas Components Group, and is currently the Vice President for Global Product Development. In 2012, he was promoted to Chief Operating Officer bringing the design and manufacturing engineering under his leadership as well as operations and quality. Prior to joining BSI, Mr. Frost spent four years in the U.S. Army and one year as a Sales and Technical Representative for Southwestern Industries in Los Angeles, CA. Mr. Frost holds a B.S. in Mechanical Engineering Technology."
605ee1d3-76e2-d67e-053b-228423e365b0,Michael Carpenter,person,michael-carpenter,https://www.crunchbase.com/person/michael-carpenter,568300.0,2013-10-25 13:03:20,2018-02-12 23:57:12,"Member, Board of Directors at New York City Investment Fund."
b61e3e33-1ef2-24dd-3c37-a5a971785ed6,Jean-Charles Dupuis,person,jean-charles-dupuis,https://www.crunchbase.com/person/jean-charles-dupuis,412270.0,2009-01-26 01:44:55,2018-02-12 23:40:14,Jean-Charles has more than 30 years of experience mainly as an International Investment Banker and specialist of the NIT sector.  Jean-Charles worked  for 11 years in Germany and UK as Deputy Regional Manager. He has also been a Managing Director of HSBC investment banking in Paris.  Prior to joining Neocase Software as CFO Jean-Charles held the position of Director of Investment of CDC Kineon a VC owned by Caisse des Depots et Consignations dedicated to NIT.
208421b7-4a31-3f26-7459-e998acb94453,Jill Eisenhard,person,jill-eisenhard,https://www.crunchbase.com/person/jill-eisenhard,116917.0,2016-04-07 03:34:28,2018-02-12 23:29:07,"Jill Eisenhard is the Founder and Executive Director of Red Hook Initiative (RHI) in Red Hook, Brooklyn. Under her leadership RHI has developed a model for social change and youth development that empowers community members to become agents of change in their own lives and neighborhood. Prior to starting RHI, Ms. Eisenhard worked for five years with Long Island College Hospital and three years with the Children’s Aid Society.  Ms. Eisenhard and RHI received a Union Square Award (2007), Brooklyn Chamber of Commerce “Building Brooklyn Award” (2012),  and the NPCC Gold Medal for Excellence in Nonprofit Management (2012). In 2012 she received the Coro Alumni Leadership Award for Civic Engagement. She was featured in the July 2012 issue of More Magazine under their “Job Genius” series. In 2014 Ms. Eisenhard was named to Crain’s 40 under 40 and was a City & State Above and Beyond honoree. Ms. Eisenhard holds a BS from Cornell University."
e2b03438-8f0f-43a8-842e-ad914d862a71,Pankaj Patel,person,pankaj-patel-2a71,https://www.crunchbase.com/person/pankaj-patel-2a71,327017.0,2018-09-03 16:37:15,2018-09-03 16:37:15,"Pankaj Patel is Executive Vice President and Pharmacist-in-charge, and Co-Founder at Curant Health. Pankaj is one of the founding members of Curant Health. A graduate of the University of Houston Pharmacy School, he has been a practicing pharmacist for over 30 years. Along with the other founding members, Pankaj is focused on bringing to life his vision of creating a progressive medication management company. As medication usage has increased, healthcare has turned to pharmacists to manage complex drug regimens to resolve and prevent medication-related problems. Pankaj has been instrumental in Curant Health taking the lead in medication therapy management optimization to monitor and improve outcomes associated with chronic diseases states and to provide drug information consultations to healthcare providers."
c7a2b54a-87ab-0ef4-7708-51c2373767c4,Minerx store,person,minerx-store,https://www.crunchbase.com/person/minerx-store,851240.0,2015-12-31 08:30:01,2018-02-13 00:01:04,"<b>Minerxstore</b> for hair and skin care products. We provides the best remedies for your hair related problems like hair fall, hair loss or male pattern baldness as well as your skin related problems such as skin acne, blackheads, whiteheads, wrinkles, greasy skin, lethal skin etc. We provides the best remedy to treat any kind of above hair and skin related problems."
22c9dd61-ef9a-47fc-9c0b-049bbb7ee3b5,Ariel Baleli,person,arie-l-baleli,https://www.crunchbase.com/person/arie-l-baleli,549452.0,2018-02-15 10:10:58,2018-09-08 01:26:47,"Ariel Baleli is very concerned with customer satisfaction with offers various services such as Residential Remodeling,Kitchen Remodeling,Bathroom Remodeling,Additions,Whole House Remodeling,Custom Cabinetry or design Services."
7766bf75-7d81-4f86-5380-e3119af28b2a,Arthur Scherpenzeel,person,arthur-scherpenzeel,https://www.crunchbase.com/person/arthur-scherpenzeel,182979.0,2016-03-08 10:25:05,2018-02-12 23:55:08,Arthur Scherpenzeel is a Founder at Stepping Stones Home & Care.
a830674a-9c94-b53a-65bc-9b958c9c6fda,Rajeev Karwal,person,rajeev-karwal,https://www.crunchbase.com/person/rajeev-karwal,346275.0,2015-01-08 09:06:52,2018-02-12 23:03:57,"Rajeev Karwal In a career spanning over 31 years, Rajeev has worked on startups, turnarounds and more. Rajeev is known for his strategic abilities and excellent execution. His passion for excellence and impeccable track record made him directly debut at the 43rd position in the Economic Times India’s Most Powerful CEOs list in 2004. Known as the Poster Boy of Consumer Durables industry he is considered one of the greatest brand builders in India. His brand building efforts at LG, ONIDA, Philips and Electrolux are part of marketing folklore. In 1998 he won A&M’s Indian Marketing Person of the Year Award and in 2003 a book by Dr. R L Bhatia featured him among India’s Greatest Brand Builders. His spectacular turnaround effort at reviving Philips Consumer Electronics and Electrolux also earned him the tag of an ace turnaround specialist. His contribution to the start-ups at Onida, LG and Reliance Retail gave the world a peek into his scale-up and start-up expertise. He is perhaps the only senior executive in Consumer Durables space in India to have had a manufacturers view as well as that of a consumer electronics retailer. His successes were recognized by corporate India and by society at large. In 2002 he was featured in Business Today’s Top 25 Hot Young Rising Stars of India Inc. In 2001 he won India’s Young Manager Trophy, awarded by Confederation of Indian Industry. In 2000 he was voted one of the Stars of the Millennium by Business India. Through 2000-02, he won Philips International Leadership Grand Prix Championships. In 1997, he won the Marketing Manger with HR Orientation Award from the Asia HR Congress. After stepping down from the post of President & CEO of the Consumer Durables Vertical of Reliance Retail, he founded Milagrow Business & Knowledge Solutions in 2007, to help growth seeking enterprises with unique ‘Venture Catalyst’ approach. His mission is to make Milagrow ‘the destination for Growth Seeking Business’, and to partner with these aspiring enterprises as a Venture Catalyst to build best-in-class managerial and organizational capabilities in them. For 2007-08 he was the National Chair of the Integrity India Campaign, initiated by YI CII and he championed the cause of integrity in corporations with the slogan Growth with Integrity, India’s Dignity. He was the founding member of Young Indian in 2001 and served on the governing council for 7 years. He also served CII’s National Core Committee on Retail in 2006-07. In 2005 he was the National Chair, Consumer Durables, and a Member of the National Council of CII. From 2000-2003 he was the Consumer Electronics and Manufacturers Association (CETMA) President, now CEAMA. For 2003, he was a member of the National Council of FICCI and for 2207-8 he headed the Retail Panel ‘Chief Ministers Group’ at FICCI, to influence the framing of the right policy framework for the growth of the Retail Sector in India. His first book, 'Corporate Blogging in India' was released recently and it is also the only one which has been written on this topic in India. Rajeev keeps himself relevant by continuously learning new ways to innovate, communicate and execute ideas to success. Rajeev also reflects his thoughts on his blog here. His blog is amongst the most popular CEO blogs in India."
257ab714-7a2b-c62c-ff90-5ae136794df5,Jaeson Cardiff,person,jaeson-cardiff,https://www.crunchbase.com/person/jaeson-cardiff,491307.0,2017-03-06 12:16:54,2018-02-12 23:59:28,"Jaeson is the CleanO2 project leader and hardware designer. He has 15 years of experience in the heating industry. Jaeson is responsible for the current design, ongoing refinements and pilot testing of the CARBiNX prototype units currently in operation. He also provides design, technical, market access, heating industry expertise, credibility and reputation, as well as financial expertise to the development of technology."
c6b1bd18-4c0d-163f-b4b3-782c0069c6e2,Patrick Manasse,person,patrick-manasse-2,https://www.crunchbase.com/person/patrick-manasse-2,80270.0,2015-06-24 19:15:08,2019-02-26 20:00:25,"Patrick Manasse is the Founder and Chief Compliance Officer for MonetaGo Financial Technology company which leverages blockchain and other technologies to create networks for Financial Institutions. Having lived in nearly every corner of the globe, Patrick now calls New York City home. Prior to working with MonetaGo, Manasse pursued a number of initiatives that combined his interests in both business and law. At McGill Univeristy, Manasse received a B.A. in Economics. He then took an internship at Lazard Investment Bank in Paris. Although offered a position to stay on, he decided to more actively pursue his interest in law. He enrolled at the University of Bond, Australia, where he earned his JD. An agreement between Bond University and and the American Bar Association allowed Manasse to take the bar in either New York or Los Angeles upon his graduation.  After being offered an opportunity to work with the much lauded Spitfire Pictures, Manasse decided to move to LA. During his time with Spitfire, Manasse worked closely with Guy East and Nigel Sinclair. He assisted the company in the production of a number of films including Martin Scorcese's ''No Direction Home'', which won an Emmy Award, two Grammy Awards, and a Peabody Award. Having gathered ample work experience under the purview of East and Sinclar, Manasse then moved to New York City where he worked as a paralegal while also preparing to take the New York Bar. His work as a paralegal lead him to a position as an associate with the international law firm Guzov Ofsink. There he worked for both the Corporate and Commercial Litigation groups."
f2021b94-afe4-ba56-c626-127ab2946938,Harsh Samasraj,person,harsh-samasraj,https://www.crunchbase.com/person/harsh-samasraj,696649.0,2016-01-12 05:27:14,2018-02-12 23:52:22,Founder at Hymnn Music.
b93fe0b5-a14b-4e47-b15a-7cc54e9e6bc6,Daniel Riazzoli,person,daniel-riazzoli,https://www.crunchbase.com/person/daniel-riazzoli,253822.0,2014-03-12 13:01:43,2018-02-12 23:35:23,"Eight years' investment experience, most recently as Senior Associate at FSN Capital Partners and prior to that as Associate at 3i Nordic. Also three years as a management consultant with McKinsey & Co."
4ab426e6-4b1f-47d0-b18c-fb532a8d75c6,Thuc Tran,person,thuc-tran,https://www.crunchbase.com/person/thuc-tran,329266.0,2017-12-18 12:17:21,2018-09-08 02:32:24,"Thuc Tran is a Ph.D. candidate in systems engineering at George Washington University, having previously completed his M.S. in computer science at Georgia Tech. He also has an M.S. in systems engineering from George Washington University, and a B.S. in information technology from George Mason University. His previous work includes recommendation systems and micro service-oriented web technologies at Gannett / USA Today Network."
e04d711b-f10a-9a58-a583-573d8fcd830f,Kinnar Solanki,person,kinnar-solanki,https://www.crunchbase.com/person/kinnar-solanki,792507.0,2014-09-24 10:27:07,2018-02-12 23:41:37,Founder of Ducktile.
b61d0a11-737d-4548-8e83-127af8221fe5,Guzman Diaz,person,guzman-diaz,https://www.crunchbase.com/person/guzman-diaz,35642.0,2018-02-14 11:09:25,2018-10-15 08:34:42,"Guzman focuses on venture investments in gaming, media and entertainment. He is particularly interested in businesses that enable people to interact with others through content. Prior to Index, Guzman worked at on-demand taxi service Hailo until its merger with mytaxi. He also worked at Korean interest-based social network Vingle and at mobile game developer Social Point. Guzman graduated with a degree in Economics from Universitat Pompeu Fabra. He currently lives in London and regularly spends time in San Francisco and New York."
