uuid,name,type,permalink,cb_url,rank,created_at,updated_at,acquiree_uuid,acquiree_name,acquiree_cb_url,acquiree_country_code,acquiree_state_code,acquiree_region,acquiree_city,acquirer_uuid,acquirer_name,acquirer_cb_url,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquisition_type,acquired_on,price_usd,price,price_currency_code
6073c17a-e412-b2d7-ac8c-ee176118dc22,Surfright acquired by Sophos,acquisition,sophos-acquires-surfright--6073c17a,https://www.crunchbase.com/acquisition/sophos-acquires-surfright--6073c17a,30967,2015-12-15 04:10:04,2018-02-12 23:57:17,2769e1c3-eb31-a733-496c-42af5c0a5c11,Surfright,https://www.crunchbase.com/organization/surfright,NLD,,Overijssel,Hengelo,e22ddf76-d5e9-d16d-cc83-2c36a4d410b8,Sophos,https://www.crunchbase.com/organization/sophos,GBR,,Oxfordshire,Abingdon,acquisition,2015-12-14,31800000.0,31800000.0,USD
c3c129a5-e78d-70c7-7326-5493ce397703,Smart Technology Rentals acquired by ABCOMRENTS,acquisition,abcomrents-acquires-smart-technology-rentals--c3c129a5,https://www.crunchbase.com/acquisition/abcomrents-acquires-smart-technology-rentals--c3c129a5,25571,2017-08-24 07:44:54,2018-02-12 23:30:22,5e3d2a17-5812-c804-a881-77264921e208,Smart Technology Rentals,https://www.crunchbase.com/organization/smart-technology-rentals,USA,TX,Texas,San Antonio,0bda9212-cddb-4b0a-109e-937a9b2c128f,ABCOMRENTS,https://www.crunchbase.com/organization/abcomrents,USA,IL,Illinois,Chicago,acquisition,2017-08-23,,,
2b1e89f3-d020-4615-af19-8c19393910c0,Aquto acquired by Mavenir Systems,acquisition,mavenir-systems-acquires-aquto--2b1e89f3,https://www.crunchbase.com/acquisition/mavenir-systems-acquires-aquto--2b1e89f3,11640,2017-12-29 16:04:23,2018-10-01 05:57:19,cbac648a-9b32-6c39-1696-cc627a8c9e7e,Aquto,https://www.crunchbase.com/organization/aquto,USA,MA,Massachusetts,Boston,c5362379-750d-292c-8a20-e0a8be7dd9e2,Mavenir Systems,https://www.crunchbase.com/organization/mavenir-systems,USA,TX,Texas,Richardson,acquisition,2017-12-28,,,
f13a0cbe-d686-4007-b65c-05b95a46fee6,Innovative Mechanical Solutions Ltd. acquired by H-D Advanced Manufacturing,acquisition,h-d-advanced-manufacturing-acquires-innovative-mechanical-solutions-ltd--f13a0cbe,https://www.crunchbase.com/acquisition/h-d-advanced-manufacturing-acquires-innovative-mechanical-solutions-ltd--f13a0cbe,66543,2018-04-23 13:26:35,2018-04-23 13:26:35,c21e301f-e4a9-4748-a991-2ff289a70e28,Innovative Mechanical Solutions Ltd.,https://www.crunchbase.com/organization/innovative-mechanical-solutions-ltd,CAN,AB,Alberta,Edmonton,742444d4-cae6-d8dc-cb4a-ccc933b23874,H-D Advanced Manufacturing,https://www.crunchbase.com/organization/h-d-advanced-manufacturing,USA,TX,Texas,Houston,acquisition,2013-08-01,,,
c50e5309-8a6e-4566-8580-b3ee02eb6777,Mallinson Denny Group acquired by CVC Capital Partners,acquisition,cvc-capital-partners-acquires-mallinson-denny-group--c50e5309,https://www.crunchbase.com/acquisition/cvc-capital-partners-acquires-mallinson-denny-group--c50e5309,15864,2018-06-12 13:01:37,2018-06-12 13:01:37,b727a223-49e3-44e1-a7ad-da65d9f2e43e,Mallinson Denny Group,https://www.crunchbase.com/organization/mallinson-denny-group,GBR,,England,London,12da71c7-75f6-f7b4-c2d6-d64776da1cd3,CVC Capital Partners,https://www.crunchbase.com/organization/cvc-capital-partners,GBR,,England,London,lbo,1985-01-01,,,
a0f9481a-3361-4428-b6be-7f9a66c197ce,ACH Group Management acquired by Watchstone,acquisition,watchstone-acquires-ach-group-management--a0f9481a,https://www.crunchbase.com/acquisition/watchstone-acquires-ach-group-management--a0f9481a,62471,2018-01-17 14:27:49,2018-02-13 00:41:23,ba4af59c-8e33-4724-a34b-26404cc0cb69,ACH Group Management,https://www.crunchbase.com/organization/ach-group-management,GBR,,Oxfordshire,Salford,77007b1b-f940-47da-ad45-d61411b48034,Watchstone,https://www.crunchbase.com/organization/watchstone,GBR,,Hampshire,Eastleigh,acquisition,2014-01-20,50932475.0,31000000.0,GBP
ea196895-fb72-ea0e-cc21-ef59ad6a44cc,Spotzot acquired by Valassis,acquisition,valassis-acquires-spotzot--ea196895,https://www.crunchbase.com/acquisition/valassis-acquires-spotzot--ea196895,24931,2016-09-22 06:53:40,2018-02-12 23:46:01,f890dfe1-95e1-fde3-50c2-39cb882d1d90,Spotzot,https://www.crunchbase.com/organization/spotzot,USA,CA,California,Santa Clara,ba10c9d2-4d66-da23-60f7-d7515da16987,Valassis,https://www.crunchbase.com/organization/valassis,USA,MI,Michigan,Livonia,acquisition,2015-02-10,,,
28e3b1fb-0e7a-4c43-83b4-f4fe699fb2a2,Hong Kong Broadband Network acquired by CVC Capital Partners,acquisition,cvc-capital-partners-acquires-hong-kong-broadband-network--28e3b1fb,https://www.crunchbase.com/acquisition/cvc-capital-partners-acquires-hong-kong-broadband-network--28e3b1fb,16729,2018-06-11 07:55:32,2018-06-11 07:55:32,ac159a53-4558-6b60-2973-5ca20546737c,Hong Kong Broadband Network,https://www.crunchbase.com/organization/hong-kong-broadband-network,HKG,,New Territories,New Territories,12da71c7-75f6-f7b4-c2d6-d64776da1cd3,CVC Capital Partners,https://www.crunchbase.com/organization/cvc-capital-partners,GBR,,England,London,lbo,2012-05-01,,,
b00fb2a3-edf2-d05c-98eb-fd90c997e372,Casteel acquired by Horizon Services,acquisition,horizon-services-acquires-casteel--b00fb2a3,https://www.crunchbase.com/acquisition/horizon-services-acquires-casteel--b00fb2a3,20549,2017-07-13 07:01:44,2018-02-12 23:30:20,ae46a03b-28b6-3f8f-5b89-57e582f0e663,Casteel,https://www.crunchbase.com/organization/casteel,USA,GA,Georgia,Marietta,c8f0ec34-569a-a162-387a-b69c2c74c818,Horizon Services,https://www.crunchbase.com/organization/horizon-services,USA,DE,Delaware,Wilmington,acquisition,2017-07-11,,,
9c25abf8-3315-c335-d409-f2906a2e01ea,Optranet acquired by Extreme Networks,acquisition,extreme-networks-acquires-optranet--9c25abf8,https://www.crunchbase.com/acquisition/extreme-networks-acquires-optranet--9c25abf8,22355,2016-03-16 14:50:04,2018-02-12 23:37:30,b67c5477-197f-bae1-7731-4cc4edf1d267,Optranet,https://www.crunchbase.com/organization/optranet,USA,CA,California,Pleasanton,5216f574-043b-52cd-a7e6-4ffd015012c3,Extreme Networks,https://www.crunchbase.com/organization/extreme-networks,USA,CA,California,San Jose,acquisition,2001-01-31,55200000.0,55200000.0,USD
f9756ac4-7f1f-3121-7377-83d17246734b,IBP acquired by Tyson Foods,acquisition,tyson-food-acquires-ibp--f9756ac4,https://www.crunchbase.com/acquisition/tyson-food-acquires-ibp--f9756ac4,27688,2016-05-10 12:12:18,2018-02-12 23:34:14,2f706b36-f47d-7969-83b1-35cb3c289225,IBP,https://www.crunchbase.com/organization/ibp,USA,ND,North Dakota,Dunseith,5db38c5c-f8ec-d83a-9557-fcedb3d0d263,Tyson Foods,https://www.crunchbase.com/organization/tyson-food,USA,AR,Arkansas,Springdale,acquisition,2001-01-01,3200000000.0,3200000000.0,USD
37f8d13d-77ad-0366-5ded-e2235d47ef69,audibene acquired by Sivantos,acquisition,sivantos-acquires-audibene--37f8d13d,https://www.crunchbase.com/acquisition/sivantos-acquires-audibene--37f8d13d,42070,2016-08-05 10:39:13,2018-02-12 23:41:43,57261722-6b24-b29c-1434-849f49371fd9,audibene,https://www.crunchbase.com/organization/audibene,DEU,,Berlin,Berlin,68e13207-c385-5f18-b488-e47689ee44a2,Sivantos,https://www.crunchbase.com/organization/sivantos,SGP,,Central Region,Singapore,acquisition,2015-03-31,,,
6acb38ea-a718-2d52-a5d3-841427319e0a,Landmark Home Warranty acquired by American Home Shield,acquisition,american-home-shield-acquires-landmark-home-warranty--6acb38ea,https://www.crunchbase.com/acquisition/american-home-shield-acquires-landmark-home-warranty--6acb38ea,66881,2017-05-25 04:44:52,2018-02-12 23:54:08,a38b221b-16c6-00d4-9d5c-786414498250,Landmark Home Warranty,https://www.crunchbase.com/organization/landmark-home-warranty,USA,UT,Utah,South Jordan,a95729eb-c94f-a85f-d38d-9ea4b082ac42,American Home Shield,https://www.crunchbase.com/organization/american-home-shield,USA,TN,Tennessee,Memphis,acquisition,2016-12-01,,,
3d8290f1-7fbf-4de7-b06c-89879a79a5a9,Netmums acquired by auFeminin.com,acquisition,aufeminin-com-acquires-netmums--3d8290f1,https://www.crunchbase.com/acquisition/aufeminin-com-acquires-netmums--3d8290f1,25280,2018-02-01 09:56:40,2018-02-12 22:09:39,00bc70da-4d42-d15a-1dd6-fd661bbfb22e,Netmums,https://www.crunchbase.com/organization/netmums,GBR,,England,London,c65dbead-dbea-ec83-20ad-653057802df2,auFeminin.com,https://www.crunchbase.com/organization/aufeminin-com,FRA,,Ile-de-France,Paris,acquisition,2011-08-01,,,
b66ec35a-241a-9296-1de6-b94caf3687d6,LOMOSOFT acquired by PDI Software,acquisition,pdi-software-acquires-lomosoft--b66ec35a,https://www.crunchbase.com/acquisition/pdi-software-acquires-lomosoft--b66ec35a,61156,2017-04-06 05:37:52,2018-02-13 00:36:45,994ed420-eb64-54c3-853d-73e4c39cfe25,LOMOSOFT,https://www.crunchbase.com/organization/lomosoft,DEU,,Hessen,Offenbach,8f98aae4-4f24-47e3-a123-006ea6acc40e,PDI Software,https://www.crunchbase.com/organization/pdi-software,USA,TX,Texas,Temple,acquisition,2017-04-05,,,
4c83c1f5-c073-4c7c-b7a9-0646336361ea,Patak's Foods Ltd acquired by Associated British Foods,acquisition,associated-british-foods-acquires-patak-s-foods-ltd--4c83c1f5,https://www.crunchbase.com/acquisition/associated-british-foods-acquires-patak-s-foods-ltd--4c83c1f5,69275,2017-12-18 11:10:08,2018-02-12 23:46:55,004e7387-ad92-4a45-8113-bd067346d805,Patak's Foods Ltd,https://www.crunchbase.com/organization/patak-s-foods-ltd,GBR,,Lancashire,Preston,7ea516b6-9929-5fa5-de3e-269ac671cb70,Associated British Foods,https://www.crunchbase.com/organization/associated-british-foods,GBR,,England,London,acquisition,2007-05-01,,,
95f22a72-a928-2aea-3755-96ea0821d737,Alexander Gallo Holdings acquired by Bayside Capital,acquisition,bayside-capital-acquires-alexander-gallo-holdings--95f22a72,https://www.crunchbase.com/acquisition/bayside-capital-acquires-alexander-gallo-holdings--95f22a72,72427,2011-12-07 11:22:08,2018-02-12 23:54:25,af5e2aca-29d2-9c3d-c56d-57d4e0e61892,Alexander Gallo Holdings,https://www.crunchbase.com/organization/alexander-gallo-holdings,USA,GA,Georgia,Atlanta,b578f0f6-aaec-093e-701a-d1782e764eca,Bayside Capital,https://www.crunchbase.com/organization/bayside-capital,USA,MA,Massachusetts,Boston,,2011-12-07,,,
1cd23f1e-0ca5-4c73-843f-79a9d5193c27,Stryking Entertainment acquired by Animoca Brands,acquisition,animoca-brands-corporation-acquires-stryking-entertainment--1cd23f1e,https://www.crunchbase.com/acquisition/animoca-brands-corporation-acquires-stryking-entertainment--1cd23f1e,966,2019-04-04 19:52:00,2019-04-04 19:52:00,61950587-35cc-f068-9a4a-f0acc71e4762,Stryking Entertainment,https://www.crunchbase.com/organization/stryking-entertainment,DEU,,Berlin,Berlin,8f1b5d66-55a1-a080-03f3-d8cdab690f0d,Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,HKG,,Hong Kong Island,Cyberport,acquisition,2019-04-04,3300000.0,3300000.0,USD
e2e8d658-b309-4214-8b02-0f3d7e25fb81,Partner in Pet Food Hungária acquired by Pamplona Capital Management,acquisition,pamplona-capital-management-acquires-partner-in-pet-food-hungária--e2e8d658,https://www.crunchbase.com/acquisition/pamplona-capital-management-acquires-partner-in-pet-food-hungária--e2e8d658,75761,2017-10-17 12:01:36,2018-02-12 23:24:32,ba048d21-7475-48a1-a47d-c130bc1c3700,Partner in Pet Food Hungária,https://www.crunchbase.com/organization/partner-in-pet-food-hungária,HUN,,Pest,Budaörs,cb5409bb-d352-5238-8b04-3c3ea8a9b920,Pamplona Capital Management,https://www.crunchbase.com/organization/pamplona-capital-management,GBR,,England,London,lbo,2015-04-02,342642699.0,315000000.0,EUR
f6c08e3c-4544-0388-6e3d-77e2dfa03518,York Risk Services Group acquired by Onex,acquisition,onex-acquires-york-risk-services-group--f6c08e3c,https://www.crunchbase.com/acquisition/onex-acquires-york-risk-services-group--f6c08e3c,59033,2014-07-17 02:54:48,2018-02-12 23:06:37,a35f610a-f0bd-0397-ce1a-5feaf932ed83,York Risk Services Group,https://www.crunchbase.com/organization/york-risk-services-group,USA,NJ,New Jersey,Parsippany,72099790-f25f-7d86-d040-407c812b5dd1,Onex,https://www.crunchbase.com/organization/onex,CAN,ON,Ontario,Toronto,acquisition,2014-07-16,1330000000.0,1330000000.0,USD
7346714d-c6d8-4a16-a365-06b25467eb08,Master of Malt acquired by Anheuser-Busch InBev,acquisition,anheuser-busch-acquires-master-of-malt--7346714d,https://www.crunchbase.com/acquisition/anheuser-busch-acquires-master-of-malt--7346714d,26460,2018-04-23 09:36:49,2018-04-23 09:36:49,741c3cde-f6dc-47e9-9a03-a37e2c960363,Master of Malt,https://www.crunchbase.com/organization/master-of-malt,GBR,,Kent,Tunbridge Wells,d25b9090-3718-70aa-16c0-a297fce8962a,Anheuser-Busch InBev,https://www.crunchbase.com/organization/anheuser-busch,USA,NY,New York,New York,acquisition,2018-04-19,,,
03d37c21-2b37-9f37-47c4-dcf3bb246553,WineBid.com acquired by Third Leaf Partners,acquisition,third-leaf-partners-acquires-winebid-com--03d37c21,https://www.crunchbase.com/acquisition/third-leaf-partners-acquires-winebid-com--03d37c21,79665,2017-06-14 06:33:27,2018-02-12 23:55:16,6303e437-7e28-981c-b629-4519a9220d05,WineBid.com,https://www.crunchbase.com/organization/winebid-com,USA,CA,California,Napa,52ee6afb-597d-4518-4c13-67d6f544553a,Third Leaf Partners,https://www.crunchbase.com/organization/third-leaf-partners,USA,CA,California,San Francisco,lbo,2017-06-08,,,
c73e9ca3-758b-2eed-4ff4-94ebec1f3996,Safelogic acquired by Jasper Design Automation,acquisition,jasper-design-automation-acquires-safelogic-2--c73e9ca3,https://www.crunchbase.com/acquisition/jasper-design-automation-acquires-safelogic-2--c73e9ca3,27771,2015-10-04 08:36:42,2018-02-12 23:33:02,8eee53d4-b646-3838-f79f-9af5b9377a46,Safelogic,https://www.crunchbase.com/organization/safelogic-2,,,,,3b3e1125-a3ff-fd5a-cff0-9ecc1ec3a896,Jasper Design Automation,https://www.crunchbase.com/organization/jasper-design-automation,USA,CA,California,Mountain View,acquisition,2005-01-13,,,
d72c7e91-af41-4cc6-ad35-44dd7162ca0e,Thailand YellowPages acquired by Teleinfo Media Public Co.,acquisition,teleinfo-media-public-co-acquires-thailand-yellowpages--d72c7e91,https://www.crunchbase.com/acquisition/teleinfo-media-public-co-acquires-thailand-yellowpages--d72c7e91,39079,2017-10-20 07:08:30,2018-02-12 23:40:10,56ed626c-f36b-450c-b548-d866b65daed5,Thailand YellowPages,https://www.crunchbase.com/organization/thailand-yellowpages,THA,,Krung Thep,Bangkok,b26b6afb-e646-421f-9e64-f8a604e81860,Teleinfo Media Public Co.,https://www.crunchbase.com/organization/teleinfo-media-public-co,THA,,Krung Thep,Bangkok,acquisition,2017-10-19,,,
af2207d9-cda6-15c9-223d-1c6117c5c178,Initial Security Ltd. acquired by Mitie,acquisition,mitie-acquires-initial-security-ltd--af2207d9,https://www.crunchbase.com/acquisition/mitie-acquires-initial-security-ltd--af2207d9,69332,2017-05-16 10:55:50,2018-02-12 23:36:22,2dc684c6-1520-e734-ffbf-12489d26d67d,Initial Security Ltd.,https://www.crunchbase.com/organization/initial-security-ltd,GBR,,England,London,71296aee-5334-2a6e-0a9d-f0c7ee94aae4,Mitie,https://www.crunchbase.com/organization/mitie,GBR,,"Bristol, City of",Bristol,acquisition,2006-03-07,129889073.0,74800000.0,GBP
c61dd4b9-1a7d-4fc1-9ba1-cd7e7995e455,Advantage Solutions acquired by CVC Capital Partners,acquisition,cvc-capital-partners-acquires-advantage-solutions-2--c61dd4b9,https://www.crunchbase.com/acquisition/cvc-capital-partners-acquires-advantage-solutions-2--c61dd4b9,18952,2018-05-30 06:37:51,2018-05-30 06:37:51,83ca5bb9-64b9-60cc-c68e-5ca586a344e7,Advantage Solutions,https://www.crunchbase.com/organization/advantage-solutions-2,USA,CA,California,Irvine,12da71c7-75f6-f7b4-c2d6-d64776da1cd3,CVC Capital Partners,https://www.crunchbase.com/organization/cvc-capital-partners,GBR,,England,London,lbo,2014-07-10,,,
04e834a3-d443-417e-9a1d-5f93f8c68f9f,Atos Klinik Heidelberg acquired by Waterland Private Equity,acquisition,waterland-acquires-atos-klinik-heidelberg--04e834a3,https://www.crunchbase.com/acquisition/waterland-acquires-atos-klinik-heidelberg--04e834a3,61545,2018-04-16 08:53:06,2018-04-16 08:53:06,8c69b68e-02ff-49df-b38d-ee6f9cc99d1a,Atos Klinik Heidelberg,https://www.crunchbase.com/organization/atos-klinik-heidelberg,DEU,,Baden-Wurttemberg,Heidelberg,e050807e-57b8-d024-1983-0921ef8e272c,Waterland Private Equity,https://www.crunchbase.com/organization/waterland,NLD,,Noord-Holland,Bussum,lbo,2016-08-01,,,
c627e73b-c956-afac-ddf7-2b7415bd0820,Steel Wars acquired by Groove Club,acquisition,groove-club-acquires-steel-wars--c627e73b,https://www.crunchbase.com/acquisition/groove-club-acquires-steel-wars--c627e73b,52380,2008-09-09 16:51:09,2018-02-12 23:10:25,a8b5e089-ec02-b827-8672-8a8216c8a6fb,Steel Wars,https://www.crunchbase.com/organization/steel-wars,,,,,bbf8e157-0050-88cc-fc8f-73eaa073be30,Groove Club,https://www.crunchbase.com/organization/groove-club,USA,NJ,New Jersey,Lyndhurst,,2004-10-01,,,
2279c50c-0aab-4592-9912-0f8952d30b33,UAB SORPO acquired by Medicap Holding,acquisition,medicap-holding-acquires-uab-sorpo--2279c50c,https://www.crunchbase.com/acquisition/medicap-holding-acquires-uab-sorpo--2279c50c,19967,2018-05-15 09:47:38,2018-05-15 09:47:38,11cb13d4-e585-4741-9c59-aae43bf87b51,UAB SORPO,https://www.crunchbase.com/organization/uab-sorpo,LTU,,Vilniaus Apskritis,Vilnius,1f79a553-65c8-456c-83c0-88be1789cfd4,Medicap Holding,https://www.crunchbase.com/organization/medicap-holding,EST,,Tartumaa,Tartu,acquisition,2011-07-01,,,
bb19615b-665d-a7ea-1371-67f20a73ad01,"The Pantry acquired by Alimentation Couche-Tard, Inc.",acquisition,alimentation-couche-tard-inc-acquires-the-pantry--bb19615b,https://www.crunchbase.com/acquisition/alimentation-couche-tard-inc-acquires-the-pantry--bb19615b,84058,2016-08-27 08:50:17,2018-02-12 23:57:08,87c007bd-320a-c79f-c8fa-e1601379ff23,The Pantry,https://www.crunchbase.com/organization/the-pantry,USA,NC,North Carolina,Cary,1266b85b-8528-fc8f-0345-3a8cfc9a3cf5,"Alimentation Couche-Tard, Inc.",https://www.crunchbase.com/organization/alimentation-couche-tard-inc,CAN,QC,Quebec,Laval,acquisition,2014-12-18,1700000000.0,1700000000.0,USD
0b19aa92-a1ce-4cac-2d96-d01aceee840c,EMSystems acquired by Intermedix,acquisition,intermedix-corporation-acquires-emsystems--0b19aa92,https://www.crunchbase.com/acquisition/intermedix-corporation-acquires-emsystems--0b19aa92,39047,2013-08-28 13:54:59,2018-02-12 23:38:11,4a706fa7-c9a2-1d91-a536-b42e0f9a9194,EMSystems,https://www.crunchbase.com/organization/emsystems,USA,WI,Wisconsin,Milwaukee,6ae49576-1dcb-e503-7cad-c0e2e3313a5d,Intermedix,https://www.crunchbase.com/organization/intermedix-corporation,USA,FL,Florida,Fort Lauderdale,,2010-05-03,,,
52ceebc7-611b-c642-75b5-24fbff501565,SemiNuevos acquired by LatAm Autos,acquisition,latam-autos-acquires-seminuevos-com--52ceebc7,https://www.crunchbase.com/acquisition/latam-autos-acquires-seminuevos-com--52ceebc7,70653,2015-07-11 20:21:04,2018-02-12 23:44:29,d98afe9a-5453-88c5-9fd4-aa88b5d21342,SemiNuevos,https://www.crunchbase.com/organization/seminuevos-com,MEX,,Jalisco,Guadalajara,56012331-9a12-fe2d-9120-0409b2b3236f,LatAm Autos,https://www.crunchbase.com/organization/latam-autos,AUS,,Victoria,Melbourne,acquisition,2014-12-17,,,
