uuid,name,type,permalink,cb_url,rank,created_at,updated_at,country_code,state_code,region,city,investment_type,announced_on,raised_amount_usd,raised_amount,raised_amount_currency_code,post_money_valuation_usd,post_money_valuation,post_money_valuation_currency_code,investor_count,org_uuid,org_name,lead_investor_uuids
9af31ed7-ee65-4c0e-2eff-83ab4a30c107,Seed Round - Sosh,funding_round,sosh-seed--9af31ed7,https://www.crunchbase.com/funding_round/sosh-seed--9af31ed7,61164.0,2013-06-21 00:45:15,2018-02-12 23:10:26,USA,CA,California,San Francisco,seed,2011-03-23,1000000.0,1000000.0,USD,,,USD,11.0,6777f600-d244-0bb9-84c9-ecf043dfa2d0,Sosh,
5c3929ad-6abe-57e1-0081-ea0117d599cb,Venture Round - SiiLA,funding_round,siila-series-unknown--5c3929ad,https://www.crunchbase.com/funding_round/siila-series-unknown--5c3929ad,162820.0,2016-07-06 21:39:01,2018-02-12 23:44:18,USA,TX,Texas,Dallas,series_unknown,2016-06-23,,,,,,USD,1.0,aa982067-66d0-678a-d8e9-660765891f9c,SiiLA,3d474c83-f6f7-7dae-37a5-d5a9e911cfe5
83c42a53-6441-f81b-71e2-2e5e2964216b,Seed Round - MenoGeniX,funding_round,menogenix-seed--83c42a53,https://www.crunchbase.com/funding_round/menogenix-seed--83c42a53,90835.0,2014-08-14 12:38:53,2018-02-12 22:12:29,USA,CO,Colorado,Aurora,seed,2014-08-14,405000.0,405000.0,USD,,,USD,,2ea63449-c9a9-3ae7-207a-5509b6fb5c4f,MenoGeniX,
aac86ef2-51a0-9e57-cb26-d358477f763e,Venture Round - Optireno,funding_round,optireno-series-unknown--aac86ef2,https://www.crunchbase.com/funding_round/optireno-series-unknown--aac86ef2,141944.0,2017-04-11 06:09:05,2018-05-05 06:10:12,FRA,,Rhone-Alpes,Nivolas-vermelle,series_unknown,2017-04-04,779502.0,730000.0,EUR,,,USD,1.0,9a8f0d6d-56b8-1c60-e53f-820fda4df9f4,Optireno,
5fa08a1c-11c2-6c2f-dd37-a8109d93ab27,Seed Round - Sano,funding_round,sano-intelligence-seed--5fa08a1c,https://www.crunchbase.com/funding_round/sano-intelligence-seed--5fa08a1c,174119.0,2013-10-25 05:12:49,2018-02-12 23:56:40,USA,CA,California,San Francisco,seed,2013-01-07,4150000.0,4150000.0,USD,,,USD,7.0,f0134126-0ccf-f2e6-1ec1-b378188e9f75,Sano,
f644ec77-9d5a-41b8-ac3b-a2e96bf3bb15,Seed Round - CoolChip Technologies,funding_round,coolchip-technologies-seed--f644ec77,https://www.crunchbase.com/funding_round/coolchip-technologies-seed--f644ec77,64308.0,2018-05-26 10:26:27,2018-05-26 10:26:27,USA,MA,Massachusetts,Somerville,seed,2014-01-01,,,,,,USD,2.0,8ef0899c-fcc5-80d5-b3f0-10ad7993b3aa,CoolChip Technologies,
26c270e0-a62d-4b11-9e35-aefdbd4feeb8,Seed Round - Raybaby,funding_round,raybaby-seed--26c270e0,https://www.crunchbase.com/funding_round/raybaby-seed--26c270e0,35287.0,2018-10-01 00:53:11,2019-02-13 09:45:42,USA,VA,Virginia,Falls Church,seed,2018-03-15,,,,,,USD,1.0,c29fc616-d78d-470d-9d33-7eeaf6a3c8f7,Raybaby,
bc5ae54b-1fba-46be-bd03-67b44dd8a0b3,Seed Round - Izooble,funding_round,izooble-seed--bc5ae54b,https://www.crunchbase.com/funding_round/izooble-seed--bc5ae54b,221008.0,2013-11-27 11:19:24,2018-02-12 23:39:02,NLD,,Noord-Brabant,Eindhoven,seed,2013-11-20,135000.0,135000.0,USD,,,USD,,1f6eefbe-ae0a-dfdb-1619-2a59924ffdea,Izooble,
fc523818-1013-5d5b-15a9-822eaada451b,Equity Crowdfunding - Rentivo,funding_round,rentivo-equity-crowdfunding--fc523818,https://www.crunchbase.com/funding_round/rentivo-equity-crowdfunding--fc523818,255903.0,2017-03-25 08:44:26,2018-02-12 23:39:43,GBR,,Torbay,Torquay,equity_crowdfunding,2017-01-11,417261.0,341710.0,GBP,,,USD,1.0,ee7e8600-1319-24cc-56b5-abef9b5b1a14,Rentivo,
53ebfb53-4a37-39ad-a5cb-17e9e9b75de6,Seed Round - BABYBOOM.ru,funding_round,babyboom-ru-seed--53ebfb53,https://www.crunchbase.com/funding_round/babyboom-ru-seed--53ebfb53,218294.0,2014-05-02 09:33:17,2018-02-12 23:57:25,RUS,,Moscow City,Moscow,seed,2010-11-01,,,,,,USD,1.0,3c5799a1-b631-37af-f085-69dd291c12bf,BABYBOOM.ru,
ad198b65-6b98-4b85-b6fe-903025492ee3,Seed Round - Prodentor AB,funding_round,prodentor-ab-seed--ad198b65,https://www.crunchbase.com/funding_round/prodentor-ab-seed--ad198b65,52168.0,2018-06-28 10:54:28,2018-06-28 10:54:28,SWE,,Stockholms Lan,Stockholm,seed,2015-06-01,,,,,,USD,1.0,7987a973-a138-44a9-979a-3cb87152dfb6,Prodentor AB,0d227c9f-45fb-5e61-9ed2-d22fb478f127
594a00b9-d3d6-159a-a32e-dafdbf3ae63b,Series A - Platform Solutions,funding_round,platform-solutions-series-a--594a00b9,https://www.crunchbase.com/funding_round/platform-solutions-series-a--594a00b9,182575.0,2017-03-06 11:37:24,2018-02-12 23:22:08,USA,CA,California,Sunnyvale,series_a,2004-08-02,10150000.0,10150000.0,USD,,,USD,2.0,34b6bf11-3107-4857-59f2-4267e5e712a3,Platform Solutions,
ea5d9e45-b12a-4f7b-95e7-0c717ff75f02,Series B - Shanghai AllDream Network Technology Co.,funding_round,shanghai-alldream-network-technology-co-series-b--ea5d9e45,https://www.crunchbase.com/funding_round/shanghai-alldream-network-technology-co-series-b--ea5d9e45,17751.0,2018-09-12 11:24:26,2018-09-12 11:24:26,CHN,,Shanghai,Shanghai,series_b,2018-09-12,17500000.0,17500000.0,USD,,,USD,3.0,f93bba94-c255-4ecf-bb3c-1a0ccb007142,Shanghai AllDream Network Technology Co.,"343a0c91-d3b9-80fa-2330-cfde495decf1,4f34520e-9f75-9e83-79c2-320c4c654719"
e3589fbc-a2a8-50cf-6ebc-2e3c02ea93e5,Seed Round - Jeapie,funding_round,jeapie-seed--e3589fbc,https://www.crunchbase.com/funding_round/jeapie-seed--e3589fbc,41921.0,2015-08-06 08:58:28,2018-02-12 23:53:39,CAN,BC,British Columbia,Vancouver,seed,2014-12-09,50000.0,50000.0,USD,,,USD,2.0,a59fc344-5e21-6cab-f793-ca35c807bf56,Jeapie,fe0a3a8c-3cec-6e83-3116-2c3663eaca2d
0c07d20e-8c63-52a3-23d6-5a675308a212,Venture Round - Firepro Systems,funding_round,firepro-systems-series-unknown--0c07d20e,https://www.crunchbase.com/funding_round/firepro-systems-series-unknown--0c07d20e,179130.0,2010-05-19 12:45:35,2018-02-12 23:49:56,IND,,Karnataka,Bangalore,series_unknown,2006-04-04,12000000.0,12000000.0,USD,,,USD,1.0,42eb1a08-e082-6d8a-6550-7018b2d72da0,Firepro Systems,46fdb1be-ff09-17be-e78d-2c8904cb5ae2
5c6ab605-d130-d548-3683-bd08c31693cb,Seed Round - Rocket.La,funding_round,rocket-colombia-seed--5c6ab605,https://www.crunchbase.com/funding_round/rocket-colombia-seed--5c6ab605,248445.0,2017-06-24 09:59:56,2018-02-12 23:41:05,MEX,,Distrito Federal,Mexico City,seed,2016-01-01,,,,,,USD,2.0,6132a598-b7b7-1138-8bbf-6dea281fd2b4,Rocket.La,
8dd698cd-0e64-63a0-1e7f-f63be72f41d7,Venture Round - Converus,funding_round,converus-series-unknown--8dd698cd,https://www.crunchbase.com/funding_round/converus-series-unknown--8dd698cd,243317.0,2015-03-19 13:49:11,2018-02-12 23:11:13,USA,UT,Utah,Lehi,series_unknown,2014-11-10,1350000.0,1350000.0,USD,,,USD,5.0,9445a003-b483-2df9-375a-d0aca692fbca,Converus,
c22176f8-0876-7fe0-82c3-b96d91be222e,Series B - Iridigm Display Corporation,funding_round,iridigm-display-corporation-series-b--c22176f8,https://www.crunchbase.com/funding_round/iridigm-display-corporation-series-b--c22176f8,233556.0,2014-07-09 05:20:27,2018-02-12 23:55:19,USA,CA,California,San Diego,series_b,2004-05-20,,,,,,USD,3.0,4a7c8bf3-c841-3e05-cc3d-6bff58eddd7c,Iridigm Display Corporation,
e2fecce6-ac35-44b2-b342-c0726b9dfd57,Venture Round - The Accountancy Cloud,funding_round,the-accountancy-cloud-series-unknown--e2fecce6,https://www.crunchbase.com/funding_round/the-accountancy-cloud-series-unknown--e2fecce6,7883.0,2019-04-13 09:04:31,2019-04-30 06:43:23,GBR,,England,London,series_unknown,2019-01-25,,,,,,USD,1.0,a43a44ec-6729-1385-5075-eeafca561eaa,The Accountancy Cloud,
8f8a967c-5dd0-4610-af8b-018a7bb1cb86,Seed Round - GenHao Education,funding_round,root-academy-genhao-seed--8f8a967c,https://www.crunchbase.com/funding_round/root-academy-genhao-seed--8f8a967c,10541.0,2018-10-23 11:31:25,2018-11-15 10:38:21,CHN,,Fujian,Xiamen,seed,2018-10-23,2593511.0,2593511.0,USD,,,USD,2.0,8da38b88-9e4f-4b89-8f2f-521f8af7c862,GenHao Education,556c10a2-18ad-4d04-a062-d2c20b21f7ea
35cc418e-7c72-286d-26c2-8a996969a7ac,Series C - Shopzilla,funding_round,shopzilla-series-c--35cc418e,https://www.crunchbase.com/funding_round/shopzilla-series-c--35cc418e,128341.0,2014-08-08 13:20:52,2018-02-12 23:47:33,USA,CA,California,Los Angeles,series_c,2000-05-05,50000000.0,50000000.0,USD,,,USD,7.0,a4a21224-1801-0c27-b788-af23974634df,Shopzilla,
23051c02-9b6d-9b25-2c54-2753e15a7ee8,Series B - Lockdown Networks,funding_round,lockdown-networks-series-b--23051c02,https://www.crunchbase.com/funding_round/lockdown-networks-series-b--23051c02,172173.0,2010-08-10 03:00:49,2018-02-12 23:44:41,USA,WA,Washington,Seattle,series_b,2005-02-25,5500000.0,5500000.0,USD,,,USD,2.0,d325c188-9764-3790-dfe7-1750e55ce379,Lockdown Networks,"abe91173-e426-01ec-361c-651504d28f48,343ab2be-8fed-b952-0607-7fefb34a71b4"
13ed903e-6dfe-40cb-920e-10595e04faa1,Seed Round - Figment Networks,funding_round,figment-networks-seed--13ed903e,https://www.crunchbase.com/funding_round/figment-networks-seed--13ed903e,3722.0,2019-04-29 14:44:35,2019-04-29 14:44:35,USA,NY,New York,New York,seed,2019-02-15,1509946.0,2000000.0,CAD,6509946.0,6509946.0,USD,4.0,17abc97b-768d-4ee9-889b-64d4481497e3,Figment Networks,
2d13f4cd-ca47-4a51-a176-f97ed0796e4d,Seed Round - Accelerate Places,funding_round,accelerate-places-seed--2d13f4cd,https://www.crunchbase.com/funding_round/accelerate-places-seed--2d13f4cd,22957.0,2019-01-18 11:02:12,2019-01-18 11:02:12,GBR,,England,London,seed,2015-06-01,,,,,,USD,1.0,4c272db3-411b-4b50-b362-d2b7764b2d58,Accelerate Places,107cba51-2d55-627a-9f55-11e68e279799
dbf13c7f-76a4-53c4-2da2-1ba13ff48cd7,Convertible Note - Civocracy,funding_round,civocracy-convertible-note--dbf13c7f,https://www.crunchbase.com/funding_round/civocracy-convertible-note--dbf13c7f,195629.0,2017-09-25 12:08:55,2018-02-13 00:45:50,DEU,,Berlin,Berlin,convertible_note,2016-10-01,,,,,,USD,,b911b885-be33-cd74-8562-74d9d0ed8e5a,Civocracy,
